Add 方式,session_id,source_turn_id,page_id,raw_token_count_including_special,effective_token_count,truncated,summary_tokens_total,summary_tokens_kept,keywords_tokens_total,keywords_tokens_kept,user_tokens_total,user_tokens_kept,user_truncation_status
原 Production Add（仅当前 User + Assistant）,S004,S004-Q063,34f256db-fc51-54a6-8985-7e49a3fecad2,390,390,False,292,292,45,45,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q064,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,313,313,False,237,237,49,49,25,25,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q065,f449c10f-e5cc-5ada-991b-d8e89ed724d4,473,473,False,372,372,44,44,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q066,eb607785-8419-555e-97f7-b48909bc0999,476,476,False,384,384,42,42,48,48,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q067,8a19f269-a992-579b-b265-dd02d4e62cf2,419,419,False,317,317,45,45,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q068,bc862f34-f2df-57b3-9b1d-416c74d724a8,419,419,False,333,333,39,39,45,45,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q069,4d8279be-ca7c-5cad-978e-002108771f57,408,408,False,317,317,45,45,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S004,S004-Q070,1880ffe0-974d-5351-b0fb-55505a16ab21,538,512,True,442,442,41,41,53,27,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S004,S004-Q071,a7ac0440-e6b5-54f7-ad35-2bf8d61b96b7,434,434,False,332,332,47,47,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q001,73dd18d4-5dac-5f27-ac96-83de10de4633,515,512,True,427,427,43,43,43,40,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q002,c3bd2186-8e7b-582d-a301-28889918dae5,548,512,True,452,452,41,41,53,17,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q003,10569cae-16c7-5568-ba6d-1657af10cab8,406,406,False,313,313,41,41,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q004,03c1ad0a-b53e-556e-a84e-489e1333b34f,452,452,False,365,365,40,40,45,45,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q005,0f0a94a4-60b1-5d92-acc2-6d32b6479cc9,504,504,False,415,415,41,41,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q006,6e436632-8d73-58b8-a746-7cbc36ffe10f,511,511,False,417,417,45,45,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q007,9c806b54-004f-57bf-8755-c4a0eebd929e,441,441,False,347,347,45,45,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q008,c64751d6-21c8-5c09-87da-48f940293661,495,495,False,399,399,40,40,54,54,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q009,99505de4-75be-5000-9569-861beeedb502,299,299,False,207,207,39,39,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q010,c9df831e-8129-54b6-ae61-1696a98bc2eb,428,428,False,336,336,39,39,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q011,bc4d1854-30aa-5335-9da4-5a3c0b433247,362,362,False,265,265,43,43,52,52,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q012,bcb24496-086a-528b-a09e-86bae79fa560,439,439,False,347,347,41,41,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q013,7deccc74-43c7-57e9-a025-7c777ca76e41,531,512,True,433,433,43,43,53,34,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q014,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,537,512,True,440,440,43,43,52,27,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q015,5095d8f5-e975-5011-976e-e587c31560f2,483,483,False,388,388,43,43,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q016,8f6e0be2-3e8c-518c-828b-4c8164c6b2dc,431,431,False,338,338,44,44,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q017,53df8e4e-eaee-52cb-b98e-f8b807d39632,346,346,False,264,264,41,41,39,39,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q018,c16509f9-dd00-5e11-9acf-ecc8f08ad424,597,512,True,493,493,44,17,58,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q019,daf8b285-37ac-5e07-a640-74fc9322fe21,365,365,False,264,264,44,44,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q020,52d2178b-fbd4-5b25-82b4-175c47809c44,349,349,False,249,249,41,41,57,57,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q021,41c34f0d-b300-523a-8d73-249c1590adcb,427,427,False,336,336,39,39,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q022,102b7fa7-9564-5e73-98e7-41fde776fa99,389,389,False,300,300,40,40,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q023,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,567,512,True,471,471,43,39,51,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q024,832ae479-4eb3-56ae-a971-8428404182ba,287,287,False,194,194,40,40,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q025,9dd65141-00b2-5e5e-9c04-95ba6d5fd817,502,502,False,414,414,43,43,43,43,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q026,0696cb56-7c79-5b0c-a622-946183879836,494,494,False,395,395,44,44,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q027,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,513,512,True,416,416,43,43,52,51,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q028,fc11c23b-bc92-5e76-ab30-3e7331311d80,490,490,False,403,403,40,40,45,45,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q029,52954b6d-4823-5e0a-955d-8a3b24df0a30,440,440,False,355,355,39,39,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q030,7c3c5f07-e810-5c5d-9aaf-d8bb716acf5c,419,419,False,323,323,43,43,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q031,732883c4-52c5-5873-9860-1dbf08bbbe86,338,338,False,243,243,44,44,49,49,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q032,a9136ff5-7fca-58fe-8907-08b361042647,426,426,False,337,337,40,40,47,47,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q033,3dbf1d5d-2b5b-5024-aede-0c998a2d60d1,302,302,False,210,210,40,40,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q034,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,412,412,False,306,306,53,53,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q035,ca99e6fd-4ea1-5725-aabc-835d1eb65f29,303,303,False,229,229,43,43,29,29,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q036,19b9c9f1-754d-5322-831d-a2b5bbc632f9,605,512,True,503,503,44,7,56,0,FULLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q037,ba6febed-3d41-5782-a6a3-193458e4061f,378,378,False,275,275,44,44,57,57,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q038,07ff92b5-e2bb-554e-a0b7-489b7cb6bca5,524,512,True,432,432,41,41,49,37,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q039,a6d574ae-85f4-5f09-bbc7-719662503882,395,395,False,303,303,45,45,45,45,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q040,009ec1d2-83f6-5755-bd7a-e5a92eda1890,544,512,True,452,452,39,39,51,19,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q041,7b901b57-fd64-51b3-a073-3aa8e2a4929b,325,325,False,232,232,41,41,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q042,21131242-a214-57ce-841f-d10c8cbb805e,309,309,False,215,215,42,42,50,50,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q043,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,420,420,False,322,322,45,45,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q044,96f6fc31-cee5-5637-a13f-b2ae146c58b7,549,512,True,459,459,42,42,46,9,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q045,c50cce28-4618-514d-bc83-20a57b6f5562,482,482,False,387,387,41,41,52,52,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q046,10de88b7-6d28-5774-a1e3-92fc8ad6843a,499,499,False,414,414,39,39,44,44,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q047,402d80f5-7fb4-57d6-9e5a-0e7faed1ae4f,417,417,False,321,321,41,41,53,53,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q048,c566259c-e8fd-5f66-a294-fb16d575f54b,514,512,True,429,429,40,40,43,41,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q049,cc0a6fcd-d092-53c3-ac16-adbb68811389,375,375,False,275,275,43,43,55,55,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q050,749bba84-be69-55e2-98a1-a9617e473fb0,536,512,True,425,425,45,45,64,40,PARTIALLY_TRUNCATED
原 Production Add（仅当前 User + Assistant）,S005,S005-Q051,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,390,390,False,294,294,43,43,51,51,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q052,857b0bd9-6611-5be5-8d90-070e077f6fc4,476,476,False,382,382,40,40,52,52,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q053,717fd366-30fd-5173-b161-622d5495f84e,345,345,False,271,271,40,40,32,32,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q054,084958dd-0770-5118-9ffa-5465154220aa,328,328,False,239,239,41,41,46,46,FULLY_KEPT
原 Production Add（仅当前 User + Assistant）,S005,S005-Q055,1873b85d-7e29-5cd2-b00f-9e464c740f1f,478,478,False,381,381,44,44,51,51,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q001,2631e802-75be-5089-9418-baece6a717cf,494,494,False,423,423,43,43,26,26,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q002,dea63c61-1950-5f6a-bdd9-1323f83f3b37,561,512,True,457,457,44,44,58,9,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q003,e7eefead-7365-5540-b914-0d6077a14d8c,604,512,True,506,506,46,4,50,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q004,8322bc48-f2e3-5603-ae53-97917cf35a39,584,512,True,491,491,46,19,45,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q005,70d0daf9-01a8-5e0f-9341-e20464515e43,436,436,False,350,350,40,40,44,44,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q006,9b4b60a1-f0f9-5368-b4ce-b441752321bb,552,512,True,460,460,45,45,45,5,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q007,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,554,512,True,457,457,44,44,51,9,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q008,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,501,501,False,401,401,42,42,56,56,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q009,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,493,493,False,403,403,42,42,46,46,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q010,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,603,512,True,506,506,45,4,50,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q011,1de06218-dc21-5ec3-9e23-c5d58a375fd9,591,512,True,492,492,44,18,53,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q012,34fa3574-894f-575c-b9b0-0a183473746e,455,455,False,368,368,39,39,46,46,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q013,7c06f308-8022-5f54-a63c-ab30458f4115,462,462,False,368,368,41,41,51,51,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q014,289ba3d6-8b24-5c77-8df9-7af211ee1007,496,496,False,400,400,47,47,47,47,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q015,f1228bac-12d1-520f-9787-52a8cdcd49db,470,470,False,377,377,44,44,47,47,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q016,2ec87be4-468b-5498-889b-13f43f4ee222,430,430,False,329,329,41,41,58,58,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q017,71a788a3-0077-5908-a7f4-d02349fd6e1c,611,512,True,520,510,39,0,50,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q018,55e7e466-3b1c-5014-85fc-2a14618ce254,474,474,False,380,380,43,43,49,49,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q019,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,395,395,False,325,325,43,43,25,25,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q020,77cecfad-195f-539e-b105-acf49d23a9c6,473,473,False,372,372,41,41,58,58,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q021,28a3b6de-dd4b-5bf8-919e-169ce12b1349,443,443,False,352,352,42,42,47,47,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q022,44777fdf-abd5-5570-b0aa-8e3f1cb44000,464,464,False,376,376,44,44,42,42,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q023,d5c03971-3795-5256-a75f-b3921d61a92d,483,483,False,389,389,43,43,49,49,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q024,204ccd02-0a09-5bee-9d12-d6469c1688e8,465,465,False,369,369,46,46,48,48,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q025,33eb4d66-a4c5-5429-b3bd-48948bb5d443,450,450,False,359,359,41,41,48,48,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q026,812b1a36-c36b-58cb-882e-3759ed7c7c58,649,512,True,554,510,40,0,53,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q027,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,483,483,False,378,378,47,47,56,56,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q028,fb76b32a-859d-5228-b170-550c026c1646,490,490,False,398,398,41,41,49,49,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q029,b4497adc-7393-57c0-8917-ce3372fbd151,724,512,True,629,510,45,0,48,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q030,6f47beb6-9be8-5a58-be8b-a77a9bbffd9a,528,512,True,424,424,43,43,59,43,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q031,3b7f143a-e38f-5d11-9219-ef3c808f775a,566,512,True,470,470,44,40,50,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q032,c107828c-a741-55f6-8e0c-446cfbdba215,501,501,False,413,413,40,40,46,46,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q033,adb63a6d-b7bd-5396-8e59-1cb9403d2c73,531,512,True,431,431,43,43,55,36,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q034,32b5d492-2df9-5ed9-ac46-caca5c87097c,521,512,True,423,423,45,45,51,42,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q035,05b70e73-30bc-59f9-98c1-7b8ae315ffd0,519,512,True,424,424,43,43,50,43,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q036,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,513,512,True,419,419,44,44,48,47,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q037,ec485c25-9d3b-5229-9578-6632bd7bacad,493,493,False,410,410,47,47,34,34,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q038,5fcaa70b-2b7a-509b-bb78-82c6345a84eb,527,512,True,428,428,47,47,50,35,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q039,e2db6251-93c2-54d2-b811-75ba0665e53c,545,512,True,443,443,47,47,53,20,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q040,4054aab2-0aa7-5019-b341-077265511add,673,512,True,568,510,44,0,59,0,FULLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q041,dd3a6ec2-247a-56ab-b2c6-395632758f90,521,512,True,425,425,44,44,50,41,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q042,7b17127a-2e14-5b97-afa8-efd13a4368fd,536,512,True,437,437,46,46,51,27,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q043,de592e81-e050-536b-8909-32866c85f6c2,535,512,True,434,434,46,46,53,30,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q044,989a0de5-bebd-56a4-97a0-84ff3f9ae051,507,507,False,412,412,44,44,49,49,FULLY_KEPT
Production Add + 最近上文,S001,S001-Q045,dc5bd854-533a-501d-bb9c-f3d1b7c06fde,515,512,True,422,422,44,44,47,44,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q046,cf78bbdc-fc14-56f3-b099-3b40129e0af9,520,512,True,428,428,46,46,44,36,PARTIALLY_TRUNCATED
Production Add + 最近上文,S001,S001-Q047,9f8ff8ed-0916-5409-aa52-750fa5f30a1c,550,512,True,443,443,46,46,59,21,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q001,f70d87dd-c4b9-59de-a761-869308b1818b,459,459,False,373,373,43,43,41,41,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q002,ceb187fe-1602-54a0-9ed7-224c7816f53e,552,512,True,451,451,46,46,53,13,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q003,5d1eccd0-c642-585e-9c32-5450ef208a4b,554,512,True,456,456,43,43,53,11,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q004,37f703bf-173c-56df-b339-f52774261c6e,586,512,True,493,493,47,17,44,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q005,4061a539-8cec-524a-9a35-60f71e908abb,547,512,True,456,456,43,43,46,11,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q006,a6c0000c-f234-59a1-b6e5-1283680d9b77,593,512,True,502,502,46,8,43,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q007,03c3981b-3b09-56ca-a545-043c8ff0d240,610,512,True,511,510,46,0,51,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q008,37d568b0-90c6-5481-b7d9-e0101fd95e52,674,512,True,568,510,45,0,59,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q009,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,585,512,True,489,489,45,21,49,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q010,6b4b9646-98e5-5584-bb4f-cc3b2b4e51d0,590,512,True,488,488,45,22,55,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q011,6e877c55-d5b4-5992-9e95-5c482212a7c9,517,512,True,442,442,40,40,33,28,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q012,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,587,512,True,484,484,45,26,56,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q013,1489a6a2-1be1-5d95-99ec-ac3f42b06c35,575,512,True,478,478,44,32,51,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q014,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,591,512,True,500,500,42,10,47,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q015,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,544,512,True,449,449,44,44,49,17,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q016,8abb5364-9164-5a46-826a-a0fde69d88a8,539,512,True,448,448,45,45,44,17,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q017,0c762a14-8087-5bb0-a22d-c86667c2dabe,610,512,True,505,505,45,5,58,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q018,b304ab57-b911-5070-88ba-fca4f39a37e8,583,512,True,478,478,48,32,55,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q019,e64218f2-62ce-555a-ba53-f3fd1214e0f7,601,512,True,501,501,45,9,53,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q020,9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80,555,512,True,451,451,45,45,57,14,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q021,c8f4e926-30e6-5f69-bf75-7901bee08448,564,512,True,444,444,46,46,72,20,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q022,42756865-0f8f-5dcc-a050-6ecec5b828ce,513,512,True,404,404,42,42,65,64,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q023,79860bb6-6010-5ca0-ac81-f4327e2bff44,513,512,True,398,398,43,43,70,69,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q024,6d98ca26-e346-5273-b057-bb7822359930,471,471,False,356,356,47,47,66,66,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q025,50ece86f-0b7d-5180-8833-108f08b16aa0,633,512,True,520,510,45,0,66,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q026,9f1aca79-05a4-5e05-95d1-2323f4c68ed6,477,477,False,353,353,45,45,77,77,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q027,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,541,512,True,427,427,43,43,69,40,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q028,9316db54-3f72-5cdc-a8fb-417c4891e307,631,512,True,516,510,45,0,68,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q029,893b3ae9-1f94-5436-8c6d-54e200693867,595,512,True,504,504,45,6,44,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q030,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,602,512,True,478,478,45,32,77,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q031,a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9,594,512,True,482,482,44,28,66,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q032,78a623b8-bff9-5b45-b990-24d74e714f9b,550,512,True,442,442,45,45,61,23,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q033,566e5d08-995e-5a35-9566-2770b6024b5a,560,512,True,448,448,42,42,68,20,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q034,57b8caa3-b46e-50f2-a65a-bb244543b1c3,591,512,True,480,480,42,30,67,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q035,53002bea-e9ad-5d96-83a5-03522979913a,598,512,True,484,484,45,26,67,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q036,5c22c135-b86e-56a3-83eb-7484d1183dca,639,512,True,520,510,45,0,72,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q037,087338a6-fe85-5c9e-9ce5-15a213fa760e,460,460,False,362,362,43,43,53,53,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q038,e2b1c04d-b6eb-5b03-8271-58604d4e20d3,568,512,True,454,454,44,44,68,12,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q039,0f36d25b-9079-50b7-8631-6c59c16d905b,640,512,True,524,510,47,0,67,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q040,647fce0c-6320-5a98-819d-50dff3300582,635,512,True,511,510,44,0,78,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q041,a640b50d-59f1-5355-8579-dc5aea979edb,463,463,False,348,348,44,44,69,69,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q042,2dfdba20-c49c-5149-9993-09aa190738c7,544,512,True,433,433,44,44,65,33,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q043,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,618,512,True,498,498,44,12,74,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q044,36301016-21e0-53b6-967a-92affd6e0d68,532,512,True,414,414,46,46,70,50,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q045,d728a292-3080-5624-89ff-d8e05d09e8ca,644,512,True,527,510,46,0,69,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q046,03cfc256-5474-5a94-b3bd-8ae0e1468cfd,592,512,True,479,479,44,31,67,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q047,861902a4-c7d1-5058-ac04-5824babf2b61,614,512,True,510,510,49,0,53,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q048,a56a2b47-0045-5d3d-952d-ef79edf44e4a,688,512,True,570,510,47,0,69,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q049,8dcae915-8670-5f3e-802c-be0b10d761fa,573,512,True,453,453,46,46,72,11,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q050,e40ec65e-2907-515a-b1dd-3bec39109106,612,512,True,482,482,50,28,78,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q051,2e583969-bc65-5074-a7fe-0424438cd092,541,512,True,444,444,45,45,50,21,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q052,08071793-33f2-5c8e-835a-34f1835a0973,564,512,True,469,469,44,41,49,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q053,a2f4bee5-f836-545e-8197-d79f3f2d284c,425,425,False,333,333,39,39,51,51,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q054,5490b9a4-3ee1-5d2c-913f-1fb3ae921f10,589,512,True,499,499,45,11,43,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q055,d04ea023-63be-523c-b994-bdc3c3fd0ae4,578,512,True,481,481,46,29,49,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q056,166328f1-a89c-5b18-8a53-02ac909e0849,467,467,False,377,377,41,41,47,47,FULLY_KEPT
Production Add + 最近上文,S002,S002-Q057,3549589e-05fe-5631-9385-5379f8dd4396,523,512,True,416,416,46,46,59,48,PARTIALLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q058,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,582,512,True,494,494,43,16,43,0,FULLY_TRUNCATED
Production Add + 最近上文,S002,S002-Q059,f176798e-99a6-575c-b7a4-f45d3d408206,549,512,True,454,454,47,47,46,9,PARTIALLY_TRUNCATED
