scheme_id,candidate_id,input_id,session_id,session_code,query_id,repeat,measurement_reused_for_identical_chain,candidate_generation_ms,packing_ms,reranker_ms,total_e2e_ms
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q011,1,False,90.78056699945591,0.03360099799465388,3521.896291000303,3612.7164589997847
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q011,1,True,107.02791500079911,0.040799990529194474,3706.2961280025775,3813.370843010489
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q013,1,False,114.21474401140586,0.050699993153102696,5141.25742399483,5255.530167996767
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q013,1,False,179.0145060076611,0.09159999899566174,4797.190351993777,4976.303857998573
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q013,1,True,114.21474401140586,0.050699993153102696,5141.25742399483,5255.530167996767
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q014,1,False,39.05895500793122,0.05429999146144837,5351.819722010987,5390.939877004712
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q014,1,False,135.50005899742246,0.11600099969655275,5336.581124996883,5472.207184997387
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q014,1,True,39.05895500793122,0.05429999146144837,5351.819722010987,5390.939877004712
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q021,1,False,70.67400199593976,0.08030000026337802,8922.300467005698,8993.062868990819
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q021,1,False,174.51441701268777,0.0674010079819709,9362.556297986885,9537.146215996472
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q021,1,True,70.67400199593976,0.08030000026337802,8922.300467005698,8993.062868990819
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q022,1,False,138.7693139986368,0.08319999324157834,10188.86000099883,10327.721114997985
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q022,1,False,193.94156700582244,0.12469799548853189,14500.101083001937,14694.182648003334
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q022,1,True,138.7693139986368,0.08319999324157834,10188.86000099883,10327.721114997985
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q026,1,False,164.86370300117414,0.15720000374130905,13343.325565001578,13508.366067995667
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q026,1,False,133.23441900138278,0.11670000094454736,13332.891399011714,13466.256218001945
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q026,1,True,164.86370300117414,0.15720000374130905,13343.325565001578,13508.366067995667
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q028,1,False,235.94187099661212,0.102700010756962,13715.447455004323,13951.50302600814
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q028,1,False,129.89385800028685,0.12270000297576189,11622.056966007221,11752.088823996019
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q028,1,True,235.94187099661212,0.102700010756962,13715.447455004323,13951.50302600814
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q033,1,False,343.5326719918521,0.13069900160189718,10071.660711997538,10415.336783000384
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,S003_比亚迪_风委,S003,S003-Q033,1,False,299.96554799436126,0.07620001269970089,11278.44686100434,11578.500709001673
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,S003_比亚迪_风委,S003,S003-Q033,1,True,343.5326719918521,0.13069900160189718,10071.660711997538,10415.336783000384
