add_variant,page_count,summary_length_chars_mean,summary_length_chars_median,summary_length_chars_p90,keyword_count_mean,indicator_count_mean,numeric_token_count_mean,percentage_count_mean,year_count_mean,state_relation_term_count_mean,summary_indicator_count_mean,summary_numeric_token_count_mean
Add-Old,333,411.8498498498499,393,570.6,7.987987987987988,3.948948948948949,32.291291291291294,5.414414414414415,15.042042042042041,8.036036036036036,3.93993993993994,29.95795795795796
Add-New,333,130.22822822822823,117,214.8,6.486486486486487,2.6036036036036037,8.12012012012012,1.6756756756756757,4.3003003003003,6.66066066066066,2.5825825825825826,7.396396396396397
