Add Prompt,Query 检索方式,Top separation margin mean,Top separation margin median,Top separation positive rate,Gold Top5 margin mean,Gold Top5 margin median,Gold Top5 margin positive rate
原 Production Add Prompt,原始问题直接检索,-0.05128225593855887,-0.04756450653076172,0.12121212121212122,-0.004456209413933031,-0.004061788320541382,0.45454545454545453
原 Production Add Prompt,上下文引用解析后检索,-0.048309876160188156,-0.04224720597267151,0.13131313131313133,-0.0019419539456415659,-0.002587437629699707,0.48484848484848486
最小改动 Add Prompt,原始问题直接检索,-0.0573661977594549,-0.05786821246147156,0.08080808080808081,-0.009253935681449043,-0.016314029693603516,0.3434343434343434
最小改动 Add Prompt,上下文引用解析后检索,-0.05501934825771987,-0.05605959892272949,0.09090909090909091,-0.007523277492234201,-0.012272953987121582,0.3939393939393939
多检索入口保留 Add Prompt,原始问题直接检索,-0.052949296404617,-0.052083492279052734,0.12121212121212122,-0.00602428148491214,-0.00852501392364502,0.37373737373737376
多检索入口保留 Add Prompt,上下文引用解析后检索,-0.05342518621020847,-0.05055809020996094,0.1111111111111111,-0.004827717036911936,-0.007710814476013184,0.37373737373737376
任务 + 证据链保留 Add Prompt,原始问题直接检索,-0.0528324655812196,-0.05338588356971741,0.1111111111111111,-0.0069554535427478826,-0.011835753917694092,0.37373737373737376
任务 + 证据链保留 Add Prompt,上下文引用解析后检索,-0.05600238990302038,-0.054175734519958496,0.1111111111111111,-0.0074017671021548185,-0.00963696837425232,0.36363636363636365
