variant,recall_at_5,recall_at_10,query_macro_recall_at_5,full_recall_at_5,gold_mrr,gold_mean_rank
current_query,0.2857142857142857,0.7619047619047619,0.2857142857142857,0.21428571428571427,0.20079785502717834,8.857142857142858
recent_1_qa_query,0.42857142857142855,0.6190476190476191,0.4642857142857143,0.35714285714285715,0.1805547397162304,9.476190476190476
recent_3_qa_query,0.38095238095238093,0.6666666666666666,0.35714285714285715,0.2857142857142857,0.25623257694686263,8.142857142857142
required_context_oracle,0.8571428571428571,0.9523809523809523,0.8928571428571429,0.8571428571428571,0.6373582766439909,2.9047619047619047
