variant,recall_at_5,recall_at_10,query_macro_recall_at_5,full_recall_at_5,gold_mrr,gold_mean_rank
current_summary_keywords_user,0.2857142857142857,0.7619047619047619,0.2857142857142857,0.21428571428571427,0.20079785502717834,8.857142857142858
user_assistant,0.23809523809523808,0.47619047619047616,0.2857142857142857,0.21428571428571427,0.15536438283082707,11.095238095238095
raw_dialogue,0.23809523809523808,0.47619047619047616,0.2857142857142857,0.21428571428571427,0.15536438283082707,11.095238095238095
summary_keywords_raw_dialogue,0.3333333333333333,0.6666666666666666,0.35714285714285715,0.2857142857142857,0.20824539217396362,9.333333333333334
summary_only,0.3333333333333333,0.7142857142857143,0.35714285714285715,0.2857142857142857,0.19606257707761468,8.904761904761905
