session_id,query_id,score_type,best_gold_score,strongest_nongold_score,margin,positive_margin
S003,S003-Q088,Task cosine,0.6981652975082397,0.716120643384495,-0.017955345876255246,False
S003,S003-Q088,Fact cosine,0.47786837816238403,0.5571831464767456,-0.07931476831436157,False
S003,S003-Q088,Relation cosine,0.6309378743171692,0.7432380165599595,-0.11230014224279028,False
S003,S003-Q088,Field-aware final,0.596558951801375,0.6408109355991097,-0.04425198379773476,False
S003,S003-Q091,C3 Dense,0.5488320589065552,0.5584840178489685,-0.00965195894241333,False
S003,S003-Q091,Task cosine,0.730976386724495,0.6931156333157797,0.03786075340871531,True
S003,S003-Q091,Fact cosine,0.4121268339232703,0.5017104447907474,-0.08958361086747713,False
S003,S003-Q091,Relation cosine,0.6225827111353106,0.6737426519393921,-0.05115994080408148,False
S003,S003-Q091,Field-aware final,0.576446190908032,0.5990596457944865,-0.022613454886454498,False
S004,S004-Q007,C3 Dense,0.35100364685058594,0.38917893171310425,-0.03817528486251831,False
S004,S004-Q007,Task cosine,0.42766720056533813,0.39406347274780273,0.0336037278175354,True
S004,S004-Q007,Fact cosine,0.4887395203113556,0.5023394227027893,-0.013599902391433716,False
S004,S004-Q007,Relation cosine,0.4082168638706207,0.617228962017832,-0.20901209814721122,False
S004,S004-Q007,Field-aware final,0.44820606112480166,0.472087724184566,-0.023881663059764358,False
S004,S004-Q011,C3 Dense,0.6210789084434509,0.5856677889823914,0.03541111946105957,True
S004,S004-Q011,Task cosine,0.6898953318595886,0.6798181533813477,0.010077178478240967,True
S004,S004-Q011,Fact cosine,0.4820237447037545,0.4817551363560639,0.00026860834769060205,True
S004,S004-Q011,Relation cosine,0.7670882205419672,0.7253467709239448,0.0417414496180224,True
S004,S004-Q011,Field-aware final,0.6221852747337308,0.5918356615503475,0.03034961318338325,True
S004,S004-Q013,C3 Dense,0.6157102584838867,0.6550086736679077,-0.039298415184020996,False
S004,S004-Q013,Task cosine,0.6670568386946224,0.6777686880689078,-0.010711849374285376,False
S004,S004-Q013,Fact cosine,0.6095399856567383,0.6629072822873164,-0.053367296630578154,False
S004,S004-Q013,Relation cosine,0.7253618836402893,0.8249396085739136,-0.09957772493362427,False
S004,S004-Q013,Field-aware final,0.638020781685277,0.6869990659958807,-0.04897828431060369,False
S004,S004-Q014,C3 Dense,0.5244457125663757,0.560136079788208,-0.035690367221832275,False
S004,S004-Q014,Task cosine,0.48030489683151245,0.6074005365371704,-0.12709563970565796,False
S004,S004-Q014,Fact cosine,0.537433922290802,0.5906914824659516,-0.0532575601751496,False
S004,S004-Q014,Relation cosine,0.7205306721049948,0.7962197539937349,-0.07568908188874013,False
S004,S004-Q014,Field-aware final,0.5512016620699247,0.625305484673099,-0.07410382260317427,False
S004,S004-Q021,C3 Dense,0.6970088481903076,0.7571473717689514,-0.0601385235786438,False
S004,S004-Q021,Task cosine,0.6840349843522897,0.7601158475944905,-0.07608086324220076,False
S004,S004-Q021,Fact cosine,0.7147377559386346,0.7467331139286228,-0.031995357989988205,False
S004,S004-Q021,Relation cosine,0.6140087612872578,0.7680553059610907,-0.15404654467383294,False
S004,S004-Q021,Field-aware final,0.6823108483738214,0.7445326176007163,-0.06222176922689493,False
S004,S004-Q022,C3 Dense,0.7119752168655396,0.7317954301834106,-0.019820213317871094,False
S004,S004-Q022,Task cosine,0.6941598471498398,0.722781880067699,-0.02862203291785914,False
S004,S004-Q022,Fact cosine,0.7286581831370701,0.7133806773055004,0.015277505831569727,True
S004,S004-Q022,Relation cosine,0.77127461262194,0.7091625928878784,0.06211201973406155,True
S004,S004-Q022,Field-aware final,0.723382134639152,0.700704059720852,0.022678074918299984,True
S004,S004-Q026,C3 Dense,0.7453212141990662,0.8002870082855225,-0.0549657940864563,False
S004,S004-Q026,Task cosine,0.7076959435758557,0.7942875027656555,-0.08659155918979977,False
S004,S004-Q026,Fact cosine,0.8214561939239502,0.7994853854179382,0.021970808506011963,True
S004,S004-Q026,Relation cosine,0.679017186164856,0.8281295299530029,-0.14911234378814697,False
S004,S004-Q026,Field-aware final,0.6976283077917685,0.7918605272283483,-0.09423221943657978,False
S004,S004-Q028,C3 Dense,0.7841389775276184,0.8081823587417603,-0.024043381214141846,False
S004,S004-Q028,Task cosine,0.7465946372264192,0.802530574949418,-0.055935937722998874,False
S004,S004-Q028,Fact cosine,0.7760475144414613,0.7833745946511385,-0.007327080209677206,False
S004,S004-Q028,Relation cosine,0.8265444040298462,0.8363433480262756,-0.009798943996429443,False
S004,S004-Q028,Field-aware final,0.7743657414731215,0.779042757801667,-0.004677016328545447,False
S004,S004-Q033,C3 Dense,0.6531623601913452,0.6682225465774536,-0.015060186386108398,False
S004,S004-Q033,Task cosine,0.701748251914978,0.706531286239624,-0.004783034324645996,False
S004,S004-Q033,Fact cosine,0.6490875482559204,0.7132083773612976,-0.0641208291053772,False
S004,S004-Q033,Relation cosine,0.7318066358566284,0.8208780288696289,-0.08907139301300049,False
S004,S004-Q033,Field-aware final,0.686695647239685,0.7177238941192626,-0.031028246879577615,False
S004,S004-Q035,C3 Dense,0.5494986772537231,0.5568695664405823,-0.007370889186859131,False
S004,S004-Q035,Task cosine,0.5528915854031793,0.6913549120041675,-0.13846332660098826,False
S004,S004-Q035,Fact cosine,0.5042877197265625,0.5682007074356079,-0.06391298770904541,False
S004,S004-Q035,Relation cosine,0.651038923921521,0.6929137706756592,-0.04187484675413822,False
S004,S004-Q035,Field-aware final,0.5530795068362009,0.6052094373031901,-0.052129930466989216,False
S004,S004-Q039,C3 Dense,0.5578400492668152,0.6066838502883911,-0.04884380102157593,False
S004,S004-Q039,Task cosine,0.4740830315499958,0.6269772800180053,-0.15289424846800953,False
S004,S004-Q039,Fact cosine,0.5555954906699354,0.6193445098009414,-0.06374901913100595,False
S004,S004-Q039,Relation cosine,0.815869152545929,0.881250262260437,-0.06538110971450806,False
S004,S004-Q039,Field-aware final,0.5750452393971582,0.6201774778760296,-0.04513223847887138,False
S004,S004-Q042,C3 Dense,0.5434472560882568,0.5607174038887024,-0.017270147800445557,False
S004,S004-Q042,Task cosine,0.6727384729825541,0.6524086983447491,0.020329774637804943,True
S004,S004-Q042,Fact cosine,0.4224901497364044,0.4605885446071625,-0.03809839487075806,False
S004,S004-Q042,Relation cosine,0.5159619450569153,0.6208888292312622,-0.10492688417434692,False
S004,S004-Q042,Field-aware final,0.5412838380989664,0.5538458741285491,-0.012562036029582724,False
S004,S004-Q044,C3 Dense,0.3380138576030731,0.4628866910934448,-0.1248728334903717,False
S004,S004-Q044,Task cosine,0.4766015382530139,0.6468183187734079,-0.17021678052039402,False
S004,S004-Q044,Fact cosine,0.31420939053353014,0.3234966993331909,-0.009287308799660776,False
S004,S004-Q044,Relation cosine,0.45807352412185215,0.5734113796598541,-0.11533785553800197,False
S004,S004-Q044,Field-aware final,0.40021867101545855,0.49899930795488384,-0.09878063693942529,False
S004,S004-Q049,C3 Dense,0.5372671484947205,0.6439988613128662,-0.10673171281814575,False
S004,S004-Q049,Task cosine,0.593363344669342,0.7293382883071899,-0.1359749436378479,False
S004,S004-Q049,Fact cosine,0.49264204414392043,0.6117680437426594,-0.11912599959873893,False
S004,S004-Q049,Relation cosine,0.5895781517028809,0.7886628978647529,-0.199084746161872,False
S004,S004-Q049,Field-aware final,0.5523177858658812,0.6897198226873409,-0.13740203682145968,False
S004,S004-Q052,C3 Dense,0.6142544746398926,0.6742417216300964,-0.05998724699020386,False
S004,S004-Q052,Task cosine,0.5860538585250209,0.7153090664928595,-0.12925520796783863,False
S004,S004-Q052,Fact cosine,0.5543116395844984,0.598290002244115,-0.04397836265961663,False
S004,S004-Q052,Relation cosine,0.7571209379578755,0.7966573713217598,-0.03953643336388435,False
S004,S004-Q052,Field-aware final,0.5998294353281779,0.6337823186387586,-0.03395288331058066,False
S004,S004-Q055,C3 Dense,0.5234483480453491,0.6083332300186157,-0.0848848819732666,False
S004,S004-Q055,Task cosine,0.5713696820360232,0.6416409015655518,-0.07027121952952853,False
S004,S004-Q055,Fact cosine,0.4918990428387548,0.5812784433364868,-0.08937940049773202,False
S004,S004-Q055,Relation cosine,0.7220929695423227,0.7479777781950103,-0.025884808652687608,False
S004,S004-Q055,Field-aware final,0.5697260838583758,0.607205593585968,-0.037479509727592286,False
S004,S004-Q056,C3 Dense,0.6123521327972412,0.6459962129592896,-0.03364408016204834,False
S004,S004-Q056,Task cosine,0.5991326570510864,0.7757181525230408,-0.17658549547195435,False
S004,S004-Q056,Fact cosine,0.5097925066947937,0.612440824508667,-0.10264831781387329,False
S004,S004-Q056,Relation cosine,0.5392140196816945,0.6305884874568567,-0.09137446777516223,False
S004,S004-Q056,Field-aware final,0.551412869434691,0.6364535049299148,-0.08504063549522378,False
S004,S004-Q063,C3 Dense,0.4568561911582947,0.5560817718505859,-0.09922558069229126,False
S004,S004-Q063,Task cosine,0.5863660923460777,0.6625832714190049,-0.07621717907292713,False
S004,S004-Q063,Fact cosine,0.42548102140426636,0.46885573863983154,-0.043374717235565186,False
S004,S004-Q063,Relation cosine,0.5211993766545878,0.6040377144858496,-0.08283833783126182,False
S004,S004-Q063,Field-aware final,0.5089787208310552,0.5595859755486344,-0.05060725471757921,False
S004,S004-Q065,C3 Dense,0.47814619541168213,0.5154166221618652,-0.037270426750183105,False
S004,S004-Q065,Task cosine,0.6373793862688175,0.7972750663757324,-0.1598956801069149,False
S004,S004-Q065,Fact cosine,0.3153653630832054,0.3394401871824376,-0.024074824099232228,False
S004,S004-Q065,Relation cosine,0.5439483523368835,0.5771832466125488,-0.03323489427566528,False
S004,S004-Q065,Field-aware final,0.4854264556361327,0.5520378664680654,-0.06661141083193273,False
S004,S004-Q066,C3 Dense,0.42474165558815,0.5252242684364319,-0.10048261284828186,False
S004,S004-Q066,Task cosine,0.596702516078949,0.6672849655151367,-0.07058244943618774,False
S004,S004-Q066,Fact cosine,0.3227848410606384,0.33347228169441223,-0.010687440633773804,False
S004,S004-Q066,Relation cosine,0.42888819323637406,0.4818563461303711,-0.052968152893997034,False
S004,S004-Q066,Field-aware final,0.4407993538114594,0.4820754934413788,-0.041276139629919384,False
S004,S004-Q070,C3 Dense,0.5201765894889832,0.5399050712585449,-0.019728481769561768,False
S004,S004-Q070,Task cosine,0.556809908963431,0.6678576867495588,-0.11104777778612784,False
S004,S004-Q070,Fact cosine,0.4340073764324188,0.45572566986083984,-0.02171829342842102,False
S004,S004-Q070,Relation cosine,0.5073438295535838,0.5738190754544183,-0.06647524590083453,False
S004,S004-Q070,Field-aware final,0.4977956800690567,0.5424080456738499,-0.0446123656047932,False
S005,S005-Q007,C3 Dense,0.4894738793373108,0.4978872835636139,-0.0084134042263031,False
S005,S005-Q007,Task cosine,0.5231162309646606,0.5170325040817261,0.00608372688293457,True
S005,S005-Q007,Fact cosine,0.538769543170929,0.5297377425275888,0.009031800643340193,True
S005,S005-Q007,Relation cosine,0.6120159990797043,0.6178589235460117,-0.005842924466307409,False
S005,S005-Q007,Field-aware final,0.5471575094701767,0.5422798833529283,0.0048776261172484014,True
S005,S005-Q011,C3 Dense,0.4483288526535034,0.45082929730415344,-0.0025004446506500244,False
S005,S005-Q011,Task cosine,0.4940450191497803,0.5610410571098328,-0.06699603796005249,False
S005,S005-Q011,Fact cosine,0.4152719974517822,0.4159680902957916,-0.0006960928440093994,False
S005,S005-Q011,Relation cosine,0.5180836915969849,0.5563123226165771,-0.038228631019592285,False
S005,S005-Q011,Field-aware final,0.4664149621236453,0.49060854694560296,-0.02419358482195766,False
S005,S005-Q013,C3 Dense,0.4773827791213989,0.4762395918369293,0.0011431872844696045,True
S005,S005-Q013,Task cosine,0.5735629200935364,0.5805462598800659,-0.006983339786529541,False
S005,S005-Q013,Fact cosine,0.4005466401576996,0.4011344313621521,-0.0005877912044525146,False
S005,S005-Q013,Relation cosine,0.5024523735046387,0.4929383099079132,0.009514063596725464,True
S005,S005-Q013,Field-aware final,0.48948698043823247,0.4849326108473546,0.004554369590877849,True
S005,S005-Q014,C3 Dense,0.42706114053726196,0.4566150903701782,-0.02955394983291626,False
S005,S005-Q014,Task cosine,0.5344289859789005,0.6568081770424948,-0.1223791910635943,False
S005,S005-Q014,Fact cosine,0.39858337632318597,0.4038647711277008,-0.0052813948045148384,False
S005,S005-Q014,Relation cosine,0.4260767952249524,0.512735903263092,-0.08665910803813964,False
S005,S005-Q014,Field-aware final,0.45842030396582517,0.5249060310556455,-0.06648572708982031,False
S005,S005-Q021,C3 Dense,0.5493555665016174,0.556144654750824,-0.006789088249206543,False
S005,S005-Q021,Task cosine,0.6096345782279968,0.6292295455932617,-0.019594967365264893,False
S005,S005-Q021,Fact cosine,0.6055596235728039,0.6083564162254333,-0.002796792652629443,False
S005,S005-Q021,Relation cosine,0.7096502780914307,0.6625801920890808,0.047070086002349854,True
S005,S005-Q021,Field-aware final,0.6280077363386065,0.6071128845214844,0.02089485181712214,True
S005,S005-Q022,C3 Dense,0.5612436532974243,0.6484020948410034,-0.0871584415435791,False
S005,S005-Q022,Task cosine,0.5146240302696246,0.6792047619819641,-0.16458073171233956,False
S005,S005-Q022,Fact cosine,0.5971849916687603,0.6165192494701892,-0.019334257801428945,False
S005,S005-Q022,Relation cosine,0.7219786643981934,0.76283817069758,-0.040859506299386616,False
S005,S005-Q022,Field-aware final,0.587572729936219,0.6410032987594604,-0.053430568823241376,False
S005,S005-Q026,C3 Dense,0.6158711314201355,0.6548191905021667,-0.03894805908203125,False
S005,S005-Q026,Task cosine,0.620155394077301,0.6576638613738931,-0.037508467296592074,False
S005,S005-Q026,Fact cosine,0.5022727251052856,0.5853627673007707,-0.0830900421954851,False
S005,S005-Q026,Relation cosine,0.6960105895996094,0.7671382427215576,-0.07112765312194824,False
S005,S005-Q026,Field-aware final,0.5771440625190736,0.6163782395691032,-0.03923417705002963,False
S005,S005-Q028,C3 Dense,0.5440734028816223,0.6497254967689514,-0.1056520938873291,False
S005,S005-Q028,Task cosine,0.6201424598693848,0.6818545867117993,-0.06171212684241456,False
S005,S005-Q028,Fact cosine,0.5085367863498202,0.5414077366237483,-0.03287095027392806,False
S005,S005-Q028,Relation cosine,0.6652252474561481,0.7598758935928345,-0.09465064613668639,False
S005,S005-Q028,Field-aware final,0.5845167479789116,0.6349312193155634,-0.05041447133665178,False
S005,S005-Q033,C3 Dense,0.6653862595558167,0.6421241760253906,0.023262083530426025,True
S005,S005-Q033,Task cosine,0.7631123065948486,0.7237366437911987,0.0393756628036499,True
S005,S005-Q033,Fact cosine,0.5647003054618835,0.6013787984848022,-0.0366784930229187,False
S005,S005-Q033,Relation cosine,0.703127920627594,0.7502280920879896,-0.04710017146039558,False
S005,S005-Q033,Field-aware final,0.6652503740417879,0.6441865459312086,0.021063828110579275,True
S005,S005-Q035,C3 Dense,0.6095507144927979,0.6564829349517822,-0.046932220458984375,False
S005,S005-Q035,Task cosine,0.6269598007202148,0.6787519859523765,-0.05179218523216167,False
S005,S005-Q035,Fact cosine,0.5660136083372598,0.6023380160331726,-0.03632440769591283,False
S005,S005-Q035,Relation cosine,0.5597211718559265,0.5933007597923279,-0.03357958793640137,False
S005,S005-Q035,Field-aware final,0.5891335979941752,0.612761290184495,-0.023627692190319793,False
S005,S005-Q039,C3 Dense,0.5086044073104858,0.5627992749214172,-0.054194867610931396,False
S005,S005-Q039,Task cosine,0.5772669659416059,0.6519689145051139,-0.07470194856350798,False
S005,S005-Q039,Fact cosine,0.4302207487953156,0.45907198894882073,-0.028851240153505153,False
S005,S005-Q039,Relation cosine,0.5489676057061679,0.5826933731253966,-0.033725767419228725,False
S005,S005-Q039,Field-aware final,0.4806801694901915,0.5421584452485112,-0.06147827575831971,False
S005,S005-Q042,C3 Dense,0.5557105541229248,0.6228072643280029,-0.06709671020507812,False
S005,S005-Q042,Task cosine,0.5046755972311256,0.6357977390289307,-0.13112214179780501,False
S005,S005-Q042,Fact cosine,0.4477634131908417,0.5330387671612958,-0.08527535397045416,False
S005,S005-Q042,Relation cosine,0.6959448275533215,0.7399362766704725,-0.043991449117150916,False
S005,S005-Q042,Field-aware final,0.5201645696794512,0.5860330708751385,-0.06586850119568721,False
S005,S005-Q044,C3 Dense,0.650495707988739,0.6368445158004761,0.01365119218826294,True
S005,S005-Q044,Task cosine,0.6194599044001046,0.6859797052132908,-0.0665198008131862,False
S005,S005-Q044,Fact cosine,0.5542793604302025,0.5373653173446655,0.01691404308553701,True
S005,S005-Q044,Relation cosine,0.6687402725219727,0.7068861722946167,-0.03814589977264404,False
S005,S005-Q044,Field-aware final,0.5922993456453854,0.6005378961883723,-0.008238550542986833,False
S005,S005-Q049,C3 Dense,0.6233232617378235,0.5968887209892273,0.02643454074859619,True
S005,S005-Q049,Task cosine,0.5822708606719971,0.692813515663147,-0.1105426549911499,False
S005,S005-Q049,Fact cosine,0.49375006519258413,0.5627556518024983,-0.06900558660991418,False
S005,S005-Q049,Relation cosine,0.6640602350234985,0.6934556365013123,-0.02939540147781372,False
S005,S005-Q049,Field-aware final,0.5632204173505322,0.6045553850871567,-0.041334967736624484,False
S005,S005-Q052,C3 Dense,0.6313807368278503,0.6277211308479309,0.0036596059799194336,True
S005,S005-Q052,Task cosine,0.7208335399627686,0.7023206771803305,0.018512862782438022,True
S005,S005-Q052,Fact cosine,0.4723831382254527,0.5023070873205118,-0.029923949095059077,False
S005,S005-Q052,Relation cosine,0.5956452247885003,0.6683629355863256,-0.0727177107978253,False
S005,S005-Q052,Field-aware final,0.5895881821739964,0.5807335681323498,0.008854614041646669,True
S005,S005-Q055,C3 Dense,0.5447832942008972,0.5691236853599548,-0.024340391159057617,False
S005,S005-Q055,Task cosine,0.6804378628730774,0.7119143433519807,-0.03147648047890328,False
S005,S005-Q055,Fact cosine,0.4612875855736486,0.46865180134773254,-0.007364215774083971,False
S005,S005-Q055,Relation cosine,0.6175277233123779,0.6066711310548264,0.010856592257551534,True
S005,S005-Q055,Field-aware final,0.5801957240411659,0.5706062316894531,0.009589492351712803,True
S005,S005-Q056,C3 Dense,0.5247721672058105,0.5994566082954407,-0.07468444108963013,False
S005,S005-Q056,Task cosine,0.5788888429270795,0.7788149450796777,-0.1999261021525982,False
S005,S005-Q056,Fact cosine,0.6012541651725769,0.6277841329574585,-0.026529967784881592,False
S005,S005-Q056,Relation cosine,0.5441707100969976,0.6085320115089417,-0.06436130141194407,False
S005,S005-Q056,Field-aware final,0.5808913452592621,0.6549399151236985,-0.07404856986443642,False
