config,Retrieval,Eligible Gold,Gold@5,Micro R@5,Macro R@5,R@10,R@20,MRR,Mean Gold Rank
C3,C3 BGE-small Dense,154,59,0.38311688311688313,0.39801090382485727,0.5454545454545454,0.8181818181818182,0.31992059520313865,11.545454545454545
M0,BGE-M3 Dense（max_length=1024）,154,57,0.37012987012987014,0.38262628844024194,0.5974025974025974,0.8116883116883117,0.2674110853378936,12.2012987012987
M1,BGE-M3 Pure Multi-Vector MaxSim,154,53,0.34415584415584416,0.3458168285203169,0.6103896103896104,0.8181818181818182,0.2675675686782156,12.266233766233766
M2,C3 Dense Top60 + BGE-M3 Multi-Vector Rerank,154,53,0.34415584415584416,0.3458168285203169,0.6103896103896104,0.8181818181818182,0.26760871263722863,12.142857142857142
