candidate_representation,candidate_strategy,candidate_k,rerank_representation,reranker_model,warmup_repeats,measurement_repeats,cold_start_excluded,measurement_count,warm_mean_ms,warm_p50_ms,warm_p90_ms,warm_p95_ms,warm_max_ms,candidate_recall,evaluated_query_count,eligible_gold_count,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,max_gold_rank,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,score_all_visible_mean_ms,score_all_visible_p95_ms,status
P0,rrf60,10,P8,BAAI/bge-reranker-base,3,5,True,70,513.5613585428343,519.1976464993786,630.2834038979199,632.4619222988986,644.0454820040031,0.47619047619047616,14,21,0.25206423478482304,0.2268547784332407,11.238095238095237,11,26,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.47619047619047616,0.6666666666666666,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,rrf60,15,P8,BAAI/bge-reranker-base,3,5,True,70,738.3813467855881,831.8491095014906,952.6931610016618,1019.6863480512548,1028.4786989941495,0.6666666666666666,14,21,0.2785879095227835,0.27000187441668094,10.476190476190476,9,26,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.5238095238095238,0.6666666666666666,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,rrf60,20,P8,BAAI/bge-reranker-base,3,5,True,70,938.1987698862629,1125.6357505008054,1274.7456871984468,1359.840958199129,1366.7371710034786,0.9047619047619048,14,21,0.30980983302411874,0.29763421779057675,9.666666666666666,8,26,0.047619047619047616,0.3333333333333333,0.47619047619047616,0.5238095238095238,0.8095238095238095,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,rrf60,30,P8,BAAI/bge-reranker-base,3,5,True,70,1244.4457446427675,1357.011659998534,1894.7495635969972,2051.646404902567,2056.523572995502,1.0,14,21,0.29275301029502715,0.2713393987662372,10.285714285714286,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
