candidate_representation,candidate_strategy,candidate_k,candidate_k_semantics,candidate_recall,candidate_hits,eligible_gold_count,candidate_recall_at_10,candidate_recall_at_15,candidate_recall_at_20,candidate_recall_at_30,pre_rerank_recall_at_5,pre_rerank_mrr,mean_actual_candidate_count,min_actual_candidate_count,max_actual_candidate_count,retrieval_mean_ms,retrieval_p50_ms,retrieval_p95_ms
P8,weighted_dense_0.8,15,final deduplicated candidate budget,0.7142857142857143,15,21,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,0.3333333333333333,0.3785667044595616,12.785714285714286,3,15,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.8,20,final deduplicated candidate budget,0.8095238095238095,17,21,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,0.3333333333333333,0.3785667044595616,16.0,3,20,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.8,30,final deduplicated candidate budget,1.0,21,21,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,0.3333333333333333,0.3785667044595616,20.642857142857142,3,30,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.6,10,final deduplicated candidate budget,0.6190476190476191,13,21,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,0.3333333333333333,0.3207833133253301,9.214285714285714,3,10,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.6,15,final deduplicated candidate budget,0.7619047619047619,16,21,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,0.3333333333333333,0.3207833133253301,12.785714285714286,3,15,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.6,20,final deduplicated candidate budget,0.8571428571428571,18,21,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,0.3333333333333333,0.3207833133253301,16.0,3,20,80.03928093135723,95.59177100163652,158.69966800964903
P8,weighted_dense_0.6,30,final deduplicated candidate budget,1.0,21,21,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,0.3333333333333333,0.3207833133253301,20.642857142857142,3,30,80.03928093135723,95.59177100163652,158.69966800964903
P8,union_expanded,10,per-path K; expanded union actual pool may exceed K,0.7142857142857143,15,21,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,0.3333333333333333,0.37492864278578564,12.928571428571429,3,18,80.03928093135723,95.59177100163652,158.69966800964903
P8,union_expanded,15,per-path K; expanded union actual pool may exceed K,1.0,21,21,0.5714285714285714,0.7619047619047619,0.9523809523809523,1.0,0.3333333333333333,0.3747755512461395,17.0,3,25,80.03928093135723,95.59177100163652,158.69966800964903
P8,union_expanded,20,per-path K; expanded union actual pool may exceed K,1.0,21,21,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,0.3333333333333333,0.374620943948675,20.285714285714285,3,32,80.03928093135723,95.59177100163652,158.69966800964903
P8,union_expanded,30,per-path K; expanded union actual pool may exceed K,1.0,21,21,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,0.3333333333333333,0.374620943948675,22.714285714285715,3,40,80.03928093135723,95.59177100163652,158.69966800964903
