candidate_representation,candidate_strategy,candidate_k,rerank_representation,reranker_model,candidate_recall,evaluated_query_count,eligible_gold_count,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,max_gold_rank,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,score_all_visible_mean_ms,score_all_visible_p95_ms,status
P0,dense,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.2399305351511234,0.24640892530151998,9.857142857142858,7,26,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P0,dense,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.2934124407338693,0.2713393987662372,10.047619047619047,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,bm25,10,P0,BAAI/bge-reranker-base,0.47619047619047616,14,21,0.21532402434658074,0.15598492226576988,12.0,12,30,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P0,bm25,10,P1,BAAI/bge-reranker-base,0.47619047619047616,14,21,0.2011516887456737,0.20687597939185257,11.761904761904763,12,30,0.0,0.23809523809523808,0.38095238095238093,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P0,bm25,10,P8,BAAI/bge-reranker-base,0.47619047619047616,14,21,0.24877073636472133,0.2268547784332407,11.714285714285714,12,30,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,bm25,15,P0,BAAI/bge-reranker-base,0.6666666666666666,14,21,0.2150972669769662,0.17292761603500534,11.952380952380953,12,30,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P0,bm25,15,P1,BAAI/bge-reranker-base,0.6666666666666666,14,21,0.22907634345604272,0.23258900777979874,11.238095238095237,11,30,0.0,0.2857142857142857,0.42857142857142855,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P0,bm25,15,P8,BAAI/bge-reranker-base,0.6666666666666666,14,21,0.27615426553396477,0.2525678068211869,11.238095238095237,11,30,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P0,bm25,20,P0,BAAI/bge-reranker-base,0.8571428571428571,14,21,0.21682193120163043,0.17292761603500534,11.761904761904763,12,30,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.42857142857142855,0.6190476190476191,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P0,bm25,20,P1,BAAI/bge-reranker-base,0.8571428571428571,14,21,0.22768487777886273,0.23258900777979874,10.619047619047619,8,30,0.0,0.2857142857142857,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
