candidate_representation,candidate_strategy,candidate_k,rerank_representation,reranker_model,candidate_recall,evaluated_query_count,eligible_gold_count,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,max_gold_rank,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,score_all_visible_mean_ms,score_all_visible_p95_ms,status
P8,dense,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.24430909698766842,0.20105133323515972,11.523809523809524,12,27,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,dense,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.2399305351511234,0.24640892530151998,9.904761904761905,7,26,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,dense,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.2934124407338693,0.2713393987662372,10.095238095238095,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,bm25,10,P0,BAAI/bge-reranker-base,0.5238095238095238,14,21,0.22443941292625502,0.17292761603500534,10.80952380952381,10,24,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,bm25,10,P1,BAAI/bge-reranker-base,0.5238095238095238,14,21,0.20797115895800106,0.20687597939185257,10.571428571428571,9,24,0.0,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,bm25,10,P8,BAAI/bge-reranker-base,0.5238095238095238,14,21,0.2547965557833979,0.2268547784332407,10.571428571428571,10,24,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,bm25,15,P0,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.21862875532988316,0.17292761603500534,11.047619047619047,11,24,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,bm25,15,P1,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.2253678495689774,0.2156463140105633,10.666666666666666,12,24,0.0,0.2857142857142857,0.38095238095238093,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,bm25,15,P8,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.27245528594212803,0.2356251130519515,10.619047619047619,12,24,0.047619047619047616,0.2857142857142857,0.38095238095238093,0.42857142857142855,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,bm25,20,P0,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.2324681897050318,0.20369022732596198,10.523809523809524,10,24,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.5238095238095238,0.7619047619047619,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,bm25,20,P1,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.23461142032570606,0.2156463140105633,9.619047619047619,7,24,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,bm25,20,P8,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.3061712723366859,0.28069152402134134,9.571428571428571,8,24,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.8095238095238095,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,bm25,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.2258534882689018,0.18674753355672655,11.904761904761905,12,27,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,bm25,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.23348212245271066,0.2156463140105633,10.238095238095237,7,27,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,bm25,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.3047332046716283,0.28069152402134134,10.333333333333334,8,29,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,union_fixed,10,P0,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.22581142013915123,0.15598492226576988,10.047619047619047,9,22,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.6190476190476191,0.7619047619047619,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,union_fixed,10,P1,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.21203590993506957,0.2049566644059029,9.714285714285714,9,22,0.0,0.23809523809523808,0.38095238095238093,0.6190476190476191,0.7619047619047619,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,union_fixed,10,P8,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.2588613067604664,0.2249354634472911,9.714285714285714,9,22,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.6190476190476191,0.7619047619047619,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,union_fixed,15,P0,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.22336710908139482,0.18674753355672655,10.904761904761905,12,22,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,union_fixed,15,P1,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.20823363144791715,0.2156463140105633,10.285714285714286,11,22,0.0,0.23809523809523808,0.38095238095238093,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,union_fixed,15,P8,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.27688878581735726,0.2530591806474455,10.19047619047619,11,22,0.047619047619047616,0.2857142857142857,0.38095238095238093,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,union_fixed,20,P0,BAAI/bge-reranker-base,0.9523809523809523,14,21,0.2342537714386454,0.20369022732596198,9.952380952380953,12,22,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.7619047619047619,0.9523809523809523,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,union_fixed,20,P1,BAAI/bge-reranker-base,0.9523809523809523,14,21,0.23805658627087198,0.24327865738445914,9.0,7,22,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.8095238095238095,0.9523809523809523,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,union_fixed,20,P8,BAAI/bge-reranker-base,0.9523809523809523,14,21,0.3074443413729128,0.28069152402134134,9.0,8,22,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.8095238095238095,0.9523809523809523,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,union_fixed,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.2257845659631374,0.18674753355672655,11.904761904761905,12,27,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,union_fixed,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.23157258670858846,0.2156463140105633,10.19047619047619,7,26,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,union_fixed,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.29275301029502715,0.2713393987662372,10.285714285714286,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,rrf60,10,P0,BAAI/bge-reranker-base,0.5714285714285714,14,21,0.25001776934550046,0.20105133323515972,9.952380952380953,10,22,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,rrf60,10,P1,BAAI/bge-reranker-base,0.5714285714285714,14,21,0.22048262195321017,0.2237282563509532,9.761904761904763,9,22,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,rrf60,10,P8,BAAI/bge-reranker-base,0.5714285714285714,14,21,0.2823873838579721,0.27000187441668094,9.619047619047619,9,22,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,rrf60,15,P0,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.23690112408599803,0.20864190174929106,10.19047619047619,10,22,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.5238095238095238,0.7619047619047619,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,rrf60,15,P1,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.21158061126548522,0.21877658192762414,9.761904761904763,8,22,0.0,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.7619047619047619,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,rrf60,15,P8,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.2770568017416757,0.2530591806474455,9.80952380952381,10,22,0.047619047619047616,0.2857142857142857,0.38095238095238093,0.5238095238095238,0.7619047619047619,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,rrf60,20,P0,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.23084259927747322,0.18674753355672655,10.428571428571429,12,22,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.9047619047619048,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,rrf60,20,P1,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.23741883116883117,0.24327865738445914,9.333333333333334,7,22,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7619047619047619,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,rrf60,20,P8,BAAI/bge-reranker-base,0.9047619047619048,14,21,0.30680658627087193,0.28069152402134134,9.380952380952381,8,22,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7619047619047619,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,rrf60,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.2256144979359265,0.18674753355672655,12.0,12,27,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.7619047619047619,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,rrf60,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.23157258670858846,0.2156463140105633,10.238095238095237,7,26,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,rrf60,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.29275301029502715,0.2713393987662372,10.285714285714286,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.8,10,P0,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.24999527588813303,0.20105133323515972,10.952380952380953,9,27,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.8,10,P1,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.2237197656840514,0.2237282563509532,10.619047619047619,8,27,0.0,0.2857142857142857,0.38095238095238093,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.8,10,P8,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.2856245275888133,0.27000187441668094,10.476190476190476,8,27,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.6190476190476191,0.7142857142857143,0.8095238095238095,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.8,15,P0,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.2454230623873481,0.20105133323515972,11.285714285714286,11,27,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.8,15,P1,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.2190436877936878,0.2237282563509532,10.619047619047619,8,27,0.0,0.2857142857142857,0.38095238095238093,0.5238095238095238,0.7142857142857143,0.8095238095238095,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.8,15,P8,BAAI/bge-reranker-base,0.7142857142857143,14,21,0.2804905742405742,0.27000187441668094,10.666666666666666,10,27,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.8095238095238095,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.8,20,P0,BAAI/bge-reranker-base,0.8095238095238095,14,21,0.24120664388521532,0.20105133323515972,11.714285714285714,12,27,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.8,20,P1,BAAI/bge-reranker-base,0.8095238095238095,14,21,0.21606928124785266,0.2237282563509532,10.761904761904763,8,27,0.0,0.2857142857142857,0.38095238095238093,0.5238095238095238,0.7619047619047619,0.8095238095238095,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.8,20,P8,BAAI/bge-reranker-base,0.8095238095238095,14,21,0.27836650783079353,0.27000187441668094,10.80952380952381,11,27,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.47619047619047616,0.7619047619047619,0.8095238095238095,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.8,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.2263107909458841,0.18674753355672655,11.714285714285714,12,27,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.8,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.23397815419874243,0.2156463140105633,10.0,7,26,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.8,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.2934124407338693,0.2713393987662372,10.095238095238095,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.6,10,P0,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.23895224756569294,0.1916992079800556,10.571428571428571,9,25,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.6,10,P1,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.2181189142323596,0.21877658192762414,10.285714285714286,9,25,0.0,0.23809523809523808,0.38095238095238093,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.6,10,P8,BAAI/bge-reranker-base,0.6190476190476191,14,21,0.2859760570895024,0.27000187441668094,10.095238095238095,9,25,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.6190476190476191,0.7619047619047619,0.8571428571428571,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.6,15,P0,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.2314064203770086,0.20369022732596198,10.714285714285714,10,25,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.5238095238095238,0.7619047619047619,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.6,15,P1,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.2093037214885954,0.2156463140105633,10.19047619047619,8,25,0.0,0.23809523809523808,0.38095238095238093,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.6,15,P8,BAAI/bge-reranker-base,0.7619047619047619,14,21,0.2802744174592914,0.27000187441668094,10.142857142857142,9,25,0.047619047619047616,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.6,20,P0,BAAI/bge-reranker-base,0.8571428571428571,14,21,0.23023190045248867,0.18674753355672655,10.857142857142858,12,25,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.7142857142857143,0.8571428571428571,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.6,20,P1,BAAI/bge-reranker-base,0.8571428571428571,14,21,0.23748840445269015,0.24327865738445914,9.761904761904763,7,25,0.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.6,20,P8,BAAI/bge-reranker-base,0.8571428571428571,14,21,0.3069284881784882,0.28069152402134134,9.80952380952381,8,25,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7619047619047619,0.8571428571428571,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
P8,weighted_dense_0.6,30,P0,BAAI/bge-reranker-base,1.0,14,21,0.2259139655490587,0.18674753355672655,11.857142857142858,12,27,0.047619047619047616,0.19047619047619047,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,4621.19940485614,22375.93211619969,AVAILABLE
P8,weighted_dense_0.6,30,P1,BAAI/bge-reranker-base,1.0,14,21,0.23178144218060184,0.2156463140105633,10.142857142857142,7,26,0.0,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.7142857142857143,0.9047619047619048,1.0,1391.9795174286785,2632.946130703203,AVAILABLE
P8,weighted_dense_0.6,30,P8,BAAI/bge-reranker-base,1.0,14,21,0.29294098021983916,0.2713393987662372,10.238095238095237,8,28,0.047619047619047616,0.3333333333333333,0.42857142857142855,0.5238095238095238,0.7142857142857143,0.9047619047619048,1.0,3164.5920944283716,10849.590550750136,AVAILABLE
