config,Retrieval,Eligible Gold,Gold@5,Micro R@5,Macro R@5,R@10,R@20,MRR,Mean Gold Rank
C3,C3 BGE-small Dense,154,59,0.38311688311688313,0.39801090382485727,0.5454545454545454,0.8181818181818182,0.31992059520313865,11.545454545454545
M0,BGE-M3 Dense,154,57,0.37012987012987014,0.38262628844024194,0.5974025974025974,0.8116883116883117,0.2674110853378936,12.2012987012987
M3_ORIGINAL,BGE-M3 Original MaxSim,154,53,0.34415584415584416,0.3458168285203169,0.6103896103896104,0.8181818181818182,0.2675675686782156,12.266233766233766
A1,BGE-small Raw-token Pure MaxSim,154,57,0.37012987012987014,0.38543476871965243,0.577922077922078,0.7662337662337663,0.2776598308644682,12.928571428571429
A2,C3 Top60 + BGE-small Raw-token MaxSim,154,57,0.37012987012987014,0.38543476871965243,0.577922077922078,0.7662337662337663,0.2777310939792096,12.694805194805195
B1,BGE-M3 IDF-weighted MaxSim,154,55,0.35714285714285715,0.3552756836187069,0.5974025974025974,0.8311688311688312,0.2587254093192554,12.181818181818182
B2,BGE-M3 IDF-filtered MaxSim,154,49,0.3181818181818182,0.31625724082119433,0.5844155844155844,0.8116883116883117,0.2623213558199683,12.220779220779221
