baseline,config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,19,-17,0.47814619541168213,0.5161111354827881,0.03796494007110596
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,10,5,0.42474165558815,0.4728369116783142,0.048095256090164185
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,14,8,0.41263967752456665,0.46202343702316284,0.04938375949859619
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,17,-13,0.5201765894889832,0.5663921236991882,0.04621553421020508
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5787516832351685,0.08927780389785767
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.46938270330429077,0.060239583253860474
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.4971899390220642,0.04886108636856079
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.4743218421936035,0.04665747284889221
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.5515848398208618,0.07420206069946289
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,1,3,0.42706114053726196,0.48496145009994507,0.057900309562683105
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5493555665016174,0.6069139838218689,0.057558417320251465
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,4,7,0.5612436532974243,0.6244111657142639,0.0631675124168396
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,16,-2,0.5384949445724487,0.5890437960624695,0.05054885149002075
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,11,-6,0.6158711314201355,0.596356987953186,-0.019514143466949463
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,5,5,0.5733019709587097,0.6108766198158264,0.0375746488571167
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,9,4,0.5440734028816223,0.6212858557701111,0.07721245288848877
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,4,-3,0.6653862595558167,0.6296270489692688,-0.03575921058654785
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,3,-1,0.6522879004478455,0.6369536519050598,-0.015334248542785645
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,3,2,0.6095507144927979,0.6251775622367859,0.015626847743988037
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,21,0,0.46689894795417786,0.5453450083732605,0.07844606041908264
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,11,-2,0.5086044073104858,0.5615666508674622,0.05296224355697632
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,7,11,0.5557105541229248,0.6399484276771545,0.08423787355422974
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.5865954756736755,0.012248754501342773
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,8,-7,0.650495707988739,0.6144528388977051,-0.036042869091033936
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,1,0,0.6233232617378235,0.605064332485199,-0.01825892925262451
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,8,-7,0.6313807368278503,0.615023136138916,-0.016357600688934326
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,14,12,0.5303848385810852,0.605305552482605,0.07492071390151978
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,27,-3,0.5050852298736572,0.4615148603916168,-0.043570369482040405
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,4,3,0.5447832942008972,0.54830002784729,0.0035167336463928223
C3,M3_ORIGINAL,BGE-M3 Original MaxSim vs C3,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,35,-18,0.5247721672058105,0.5767384171485901,0.05196624994277954
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.4823203980922699,0.05417230725288391
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,4,0,0.466714084148407,0.531527042388916,0.06481295824050903
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,5,-4,0.5079617500305176,0.5294185876846313,0.02145683765411377
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,8,-2,0.5258427858352661,0.5907148718833923,0.06487208604812622
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,4,1,0.5786083340644836,0.6105033159255981,0.0318949818611145
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,2,1,0.6154555082321167,0.6100043654441833,-0.00545114278793335
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,14,-7,0.6190251111984253,0.5932337641716003,-0.02579134702682495
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,14,-1,0.5578075647354126,0.566558301448822,0.008750736713409424
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,8,3,0.5649251937866211,0.5838581323623657,0.01893293857574463
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.5575987696647644,-0.057839274406433105
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,7,5,0.544538140296936,0.5471680164337158,0.002629876136779785
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,4,-1,0.4967461824417114,0.4909929037094116,-0.005753278732299805
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,3,-1,0.5816625952720642,0.5961246490478516,0.014462053775787354
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,12,12,0.4725983738899231,0.5748983025550842,0.10229992866516113
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,25,-2,0.39940428733825684,0.47762513160705566,0.07822084426879883
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,9,-8,0.520713210105896,0.5063502192497253,-0.014362990856170654
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,25,-12,0.4627559781074524,0.46977531909942627,0.007019340991973877
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,33,-26,0.516326904296875,0.5018453598022461,-0.014481544494628906
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,4,0,0.41738826036453247,0.4869929254055023,0.06960466504096985
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,21,-15,0.41101235151290894,0.45673757791519165,0.045725226402282715
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,17,-6,0.6024776697158813,0.5681548714637756,-0.03432279825210571
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.43611207604408264,0.06075587868690491
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.47927650809288025,0.128544420003891
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.3698793947696686,0.486285924911499,0.11640653014183044
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.3458166718482971,0.43937012553215027,0.09355345368385315
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,5,0,0.3781711459159851,0.4725053012371063,0.09433415532112122
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,3,3,0.47782114148139954,0.528861939907074,0.05104079842567444
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,12,3,0.6479976177215576,0.5587782859802246,-0.08921933174133301
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,5,6,0.7154013514518738,0.6222608089447021,-0.09314054250717163
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,14,-7,0.7325950860977173,0.6068816184997559,-0.12571346759796143
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,11,-3,0.6824973225593567,0.5548327565193176,-0.12766456604003906
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,5,5,0.6791412234306335,0.5603935122489929,-0.11874771118164062
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,9,-7,0.7513960599899292,0.6430830955505371,-0.10831296443939209
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,1,1,0.7454124689102173,0.6295318603515625,-0.11588060855865479
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,12,-1,0.7210525870323181,0.5955548286437988,-0.1254977583885193
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,13,-2,0.7214906811714172,0.5948871374130249,-0.12660354375839233
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,35,-22,0.6772738099098206,0.5275255441665649,-0.14974826574325562
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,8,-6,0.7298577427864075,0.5802013874053955,-0.14965635538101196
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,7,5,0.6979053020477295,0.6636884212493896,-0.034216880798339844
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,26,13,0.6558573842048645,0.5645140409469604,-0.09134334325790405
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,6,-2,0.7309869527816772,0.6073721051216125,-0.1236148476600647
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,3,1,0.67808997631073,0.6191619038581848,-0.058928072452545166
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,0.6072694063186646,0.6290574669837952,0.021788060665130615
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,31,-16,0.4818408787250519,0.47652068734169006,-0.005320191383361816
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,19,-3,0.492669016122818,0.5247281789779663,0.032059162855148315
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,13,-1,0.5007023811340332,0.532721757888794,0.03201937675476074
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,48,-12,0.33248934149742126,0.42941221594810486,0.0969228744506836
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,31,-20,0.6479683518409729,0.6477393507957458,-0.00022900104522705078
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,4,-3,0.650933027267456,0.643206000328064,-0.00772702693939209
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,6,9,-3,0.6310549378395081,0.639373779296875,0.008318841457366943
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6374316811561584,0.6586372256278992,0.021205544471740723
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,11,3,8,0.5550165176391602,0.6429859399795532,0.08796942234039307
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,11,7,4,0.4726150631904602,0.5260927677154541,0.053477704524993896
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.3476473391056061,0.4165148138999939,0.06886747479438782
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,2,2,0.4727919101715088,0.5125342607498169,0.039742350578308105
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,1,6,-5,0.494103342294693,0.47932183742523193,-0.01478150486946106
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,6,1,5,0.49814823269844055,0.5997381210327148,0.10158988833427429
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,5,7,-2,0.5069320797920227,0.541326105594635,0.034394025802612305
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6167545914649963,0.5740976333618164,-0.04265695810317993
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,7,12,-5,0.6651113629341125,0.6277206540107727,-0.037390708923339844
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6499589681625366,0.6210260987281799,-0.02893286943435669
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,3,3,0,0.6119412183761597,0.5987883806228638,-0.013152837753295898
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,15,22,-7,0.5855612754821777,0.5166242718696594,-0.06893700361251831
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,7,8,-1,0.6343926787376404,0.5951793193817139,-0.039213359355926514
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,6,9,-3,0.5726884603500366,0.5627097487449646,-0.009978711605072021
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,12,11,1,0.5834260582923889,0.5538077354431152,-0.02961832284927368
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,21,18,3,0.54683518409729,0.5439399480819702,-0.0028952360153198242
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,17,22,-5,0.5243327021598816,0.5521146655082703,0.027781963348388672
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,2,8,-6,0.6725355982780457,0.6447738409042358,-0.027761757373809814
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,29,17,12,0.5633748769760132,0.6186471581459045,0.05527228116989136
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,6,12,-6,0.5420230627059937,0.533708930015564,-0.008314132690429688
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,33,33,0,0.4599473774433136,0.4787904620170593,0.018843084573745728
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,15,2,13,0.5070860385894775,0.5746511220932007,0.06756508350372314
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,22,34,-12,0.5056788325309753,0.5059385895729065,0.00025975704193115234
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,10,8,2,0.5986801981925964,0.6247156858444214,0.02603548765182495
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,10,5,0.592033326625824,0.6182929277420044,0.02625960111618042
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,41,47,-6,0.4069212079048157,0.43639233708381653,0.029471129179000854
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,11,13,-2,0.4789794087409973,0.5306037664413452,0.0516243577003479
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,3,22,-19,0.5221919417381287,0.519273042678833,-0.0029188990592956543
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,19,31,-12,0.4438685476779938,0.48763495683670044,0.043766409158706665
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,18,5,13,0.4406288266181946,0.5475659966468811,0.10693717002868652
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,14,21,-7,0.4429168999195099,0.5242804288864136,0.08136352896690369
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,1,4,-3,0.48954805731773376,0.5415928959846497,0.052044838666915894
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,18,33,-15,0.4069208800792694,0.4704465866088867,0.06352570652961731
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,4,4,0,0.4601253867149353,0.5470472574234009,0.08692187070846558
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,16,6,10,0.6070505380630493,0.6193891167640686,0.012338578701019287
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,54,52,2,0.5469114780426025,0.5601406693458557,0.013229191303253174
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,24,23,1,0.5937093496322632,0.6016771793365479,0.007967829704284668
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,5,22,-17,0.5364928841590881,0.5295239090919495,-0.006968975067138672
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,47,12,35,0.482970654964447,0.5367165207862854,0.05374586582183838
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,30,74,-44,0.6417790651321411,0.5525460839271545,-0.08923298120498657
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,12,46,-34,0.6042231917381287,0.5728450417518616,-0.03137814998626709
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,48,47,1,0.5702548027038574,0.571753978729248,0.001499176025390625
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,22,22,0,0.5237754583358765,0.5438477396965027,0.02007228136062622
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,3,5,-2,0.5488320589065552,0.5795665383338928,0.030734479427337646
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,23,18,5,0.5221955180168152,0.5531408190727234,0.030945301055908203
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,2,1,0.35100364685058594,0.44066911935806274,0.0896654725074768
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,7,3,4,0.5022115111351013,0.6027824878692627,0.10057097673416138
C3,A1,BGE-small Raw-token Pure MaxSim vs C3,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.6210789084434509,0.6363656520843506,0.015286743640899658
