baseline,config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,14,9,5,0.601812481880188,0.5785576701164246,-0.023254811763763428
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,2,1,0.526727020740509,0.5114071369171143,-0.015319883823394775
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,6,6,0,0.4335967004299164,0.41595658659935,-0.017640113830566406
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,4,3,1,0.4605723023414612,0.4445032477378845,-0.01606905460357666
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,8,8,0,0.4296184480190277,0.414286345243454,-0.01533210277557373
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,4,4,0,0.4716430902481079,0.45827728509902954,-0.01336580514907837
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,3,3,0,0.5477399230003357,0.5201649069786072,-0.027575016021728516
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,6,5,1,0.6122481822967529,0.5892989635467529,-0.02294921875
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,5,5,0,0.6928691267967224,0.6655985713005066,-0.02727055549621582
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,16,17,-1,0.6573517322540283,0.6228620409965515,-0.03448969125747681
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,4,4,0,0.613763689994812,0.5901545286178589,-0.023609161376953125
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,10,0,0.5979128479957581,0.5740124583244324,-0.023900389671325684
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,4,4,0,0.708991289138794,0.676769495010376,-0.03222179412841797
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,1,1,0,0.685886561870575,0.6593426465988159,-0.026543915271759033
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,25,24,1,0.6237990856170654,0.5934717655181885,-0.030327320098876953
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,30,30,0,0.6328666806221008,0.5975682139396667,-0.03529846668243408
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,29,24,5,0.5942608714103699,0.5744370818138123,-0.019823789596557617
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,3,-1,0.6525304913520813,0.6248130202293396,-0.0277174711227417
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,13,14,-1,0.6850023865699768,0.645104706287384,-0.03989768028259277
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,27,28,-1,0.6508461833000183,0.6252650022506714,-0.025581181049346924
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,8,10,-2,0.6717451214790344,0.6450252532958984,-0.026719868183135986
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,5,5,0,0.6097185015678406,0.5822677612304688,-0.027450740337371826
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,2,2,0,0.6142757534980774,0.595367968082428,-0.018907785415649414
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,7,8,-1,0.5771958231925964,0.5563058257102966,-0.020889997482299805
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,8,6,2,0.5928196310997009,0.5831798911094666,-0.009639739990234375
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,6,5,1,0.5954191088676453,0.5838069915771484,-0.011612117290496826
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,31,31,0,0.4398859441280365,0.4214964509010315,-0.018389493227005005
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,5,5,0,0.6772945523262024,0.646731436252594,-0.0305631160736084
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,29,31,-2,0.6091257929801941,0.5741845369338989,-0.034941256046295166
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,S002-Q058,12,11,1,0.6337391138076782,0.6059929132461548,-0.027746200561523438
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,S002-Q056,1,1,0,0.6409434080123901,0.6135399341583252,-0.02740347385406494
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q066,323c7c4f-02b6-5801-9c72-3623423fb3c6,S002-Q062,4,4,0,0.6104725003242493,0.5921294689178467,-0.018343031406402588
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S002,S002-Q070,95dce1c8-76eb-5c10-b622-b77e03c00526,S002-Q064,19,20,-1,0.5022825598716736,0.48913657665252686,-0.013145983219146729
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q007,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.5180636048316956,0.5048167705535889,-0.01324683427810669
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q011,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,2,2,0,0.5839464664459229,0.5703687071800232,-0.013577759265899658
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q011,aacabfac-ac8e-5c81-8f0b-9adc0eeeef33,S003-Q007,3,3,0,0.5614102482795715,0.552782416343689,-0.008627831935882568
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q013,d84b52e5-9dec-53d0-8a9d-ddef9f5bd919,S003-Q001,4,4,0,0.5049920678138733,0.4789983630180359,-0.025993704795837402
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q013,914dcda3-55d6-504a-9159-f6f54938f31f,S003-Q006,7,7,0,0.48641079664230347,0.4651859700679779,-0.02122482657432556
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q014,22322d48-4d17-5d2e-8760-ab1acaeb9f0a,S003-Q008,1,1,0,0.6313982605934143,0.6182705163955688,-0.013127744197845459
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q021,1b59ffe6-5fba-511e-b39a-6529e998d6ca,S003-Q015,4,5,-1,0.7111189961433411,0.6877714991569519,-0.02334749698638916
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q022,4b59a558-4eb8-5c30-a40b-2e1cc9df12a2,S003-Q012,1,1,0,0.6216847896575928,0.5906228423118591,-0.031061947345733643
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q022,bd6d22da-10ea-5784-b308-d3f5d1f57469,S003-Q018,2,3,-1,0.5993329286575317,0.5664393901824951,-0.03289353847503662
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q026,cee54426-e3ab-5ae2-aaab-81de729e05f3,S003-Q014,19,19,0,0.6078006029129028,0.5937548279762268,-0.014045774936676025
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q026,bd0dc9f1-4c0c-5c9f-b9c0-5a7b5051b7f2,S003-Q019,5,5,0,0.6609920263290405,0.6430277824401855,-0.01796424388885498
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q028,9ca9c523-e56d-58df-aa6b-c54a80e3dbb5,S003-Q022,4,4,0,0.5996504426002502,0.5689404606819153,-0.03070998191833496
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q033,c96d749e-7c02-5289-ab48-fd03586dd5b1,S003-Q023,9,11,-2,0.6189886331558228,0.5957573652267456,-0.02323126792907715
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q033,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,12,12,0,0.6115999221801758,0.5944204330444336,-0.017179489135742188
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q035,1b535a84-9ae4-50ee-bbda-1d7ba186183e,S003-Q029,19,19,0,0.5750514268875122,0.5414833426475525,-0.03356808423995972
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q039,4ed05884-3478-5a91-a63f-3067fd41956d,S003-Q027,28,30,-2,0.635348379611969,0.6059215068817139,-0.029426872730255127
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q039,c94687e6-820c-5c03-a774-40d03e0f70be,S003-Q032,13,13,0,0.668163001537323,0.6451711058616638,-0.02299189567565918
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q042,82bf5c46-13d0-5fb7-9826-308047a68fc7,S003-Q036,10,10,0,0.5155439972877502,0.5011304616928101,-0.014413535594940186
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q044,ae9f0678-a87f-5377-8edd-5fbd8ff4b4fa,S003-Q034,26,28,-2,0.5403658747673035,0.5102254748344421,-0.030140399932861328
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q044,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,9,11,-2,0.5695881843566895,0.5401386618614197,-0.029449522495269775
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q049,2316a391-e779-530b-ac2f-055182347d32,S003-Q043,26,26,0,0.5394620299339294,0.5251405835151672,-0.014321446418762207
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q052,bd2dd48b-5c6b-516a-9bdc-e2e5cdb84c9c,S003-Q040,3,5,-2,0.6742299795150757,0.6446317434310913,-0.029598236083984375
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q052,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,15,16,-1,0.6448917388916016,0.6192256808280945,-0.02566605806350708
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q055,cc3a667e-ea49-5490-bb5c-5a4d9db97e6f,S003-Q045,40,41,-1,0.5133234858512878,0.49554046988487244,-0.017783015966415405
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q055,9409734e-8235-5011-8c1a-60ed15ad9024,S003-Q051,13,13,0,0.5575442314147949,0.5423912405967712,-0.015152990818023682
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q056,59d896c1-0734-53cf-821a-5728dd5fe548,S003-Q050,8,11,-3,0.5558580160140991,0.5305235981941223,-0.025334417819976807
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q063,83b39f0f-a1ea-5e54-98aa-d61af4aee5f9,S003-Q057,14,14,0,0.5424960851669312,0.5272744297981262,-0.015221655368804932
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q065,92bbf5d0-665d-52fa-92dd-d73231b6a2f4,S003-Q053,7,5,2,0.5685656666755676,0.5552988648414612,-0.013266801834106445
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q065,ad470150-cd72-5d94-9d96-467573c4b92b,S003-Q058,22,19,3,0.5278317928314209,0.515449583530426,-0.012382209300994873
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q066,3e1cec0a-77e2-5463-865e-1f49b78e966c,S003-Q056,3,2,1,0.5405796766281128,0.5283573269844055,-0.012222349643707275
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q066,e6b075df-0710-53c0-a850-a6bc715553b6,S003-Q062,13,13,0,0.5040199160575867,0.4887639284133911,-0.015255987644195557
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q070,6e93a473-ae4a-524c-aee1-43aafd7f6bb0,S003-Q064,9,8,1,0.5726947784423828,0.5568603873252869,-0.015834391117095947
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q077,21f9ae05-f6a0-5cc5-af10-142d014dcf11,S003-Q067,11,11,0,0.6826425790786743,0.6576249599456787,-0.025017619132995605
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q077,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,49,46,3,0.6241456866264343,0.6040827035903931,-0.02006298303604126
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q077,2fdaac5c-103c-5100-8480-7d15511a3658,S003-Q073,12,12,0,0.6768087148666382,0.6552206873893738,-0.021588027477264404
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q078,70584af0-da6d-5ee7-9e7c-ad3f962ef545,S003-Q066,4,5,-1,0.6038116812705994,0.582022488117218,-0.021789193153381348
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q078,96af7f08-1678-5164-9e1e-935a577a7d1b,S003-Q071,33,35,-2,0.5641703605651855,0.5450127720832825,-0.019157588481903076
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q084,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,60,49,11,0.5716773867607117,0.5692150592803955,-0.002462327480316162
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q088,15caa01c-5d97-5da1-93ca-bbb8a8cf5f22,S003-Q078,54,42,12,0.6000543832778931,0.5972962975502014,-0.0027580857276916504
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q088,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,53,47,6,0.6000753045082092,0.5935608744621277,-0.006514430046081543
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q091,68d070f4-4242-579d-b5a8-83f3dc6283b3,S003-Q079,14,16,-2,0.5501790046691895,0.5313542485237122,-0.018824756145477295
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q091,dc75d4a6-dbec-512b-bed7-4048466382c6,S003-Q084,5,5,0,0.5860755443572998,0.5633173584938049,-0.022758185863494873
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S003,S003-Q091,ff75fe78-c1af-5b7a-a243-9648b6132a06,S003-Q085,9,8,1,0.5617207288742065,0.5486215353012085,-0.013099193572998047
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q007,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,3,3,0,0.5336263179779053,0.5219652652740479,-0.011661052703857422
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q011,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,6,6,0,0.5865423679351807,0.5659725666046143,-0.020569801330566406
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q011,75c0a8f8-fa8f-5fdb-89db-f1e0f0f43bb4,S004-Q007,1,1,0,0.677075982093811,0.6627243161201477,-0.01435166597366333
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q013,9de4c8e1-1f2d-56af-8e3f-eaed84f7c238,S004-Q001,8,9,-1,0.6566706895828247,0.626633882522583,-0.0300368070602417
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q013,d876eb51-66ba-5437-955a-25c3f405ef2f,S004-Q006,9,8,1,0.6498985290527344,0.6303255558013916,-0.019572973251342773
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q014,a60bbf7a-8108-58fc-8b4a-1356764282aa,S004-Q008,7,6,1,0.5949380397796631,0.5719197392463684,-0.023018300533294678
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q021,112af49e-d51f-599c-ad67-5cc18432f1a8,S004-Q015,6,6,0,0.635066568851471,0.6053386926651001,-0.02972787618637085
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q022,1404aa4a-3c7a-565e-8e67-9f834683b3b2,S004-Q012,1,1,0,0.7513253092765808,0.7186709046363831,-0.032654404640197754
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7002307176589966,0.6725273728370667,-0.02770334482192993
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,21,20,1,0.6407430171966553,0.6173266172409058,-0.02341639995574951
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,7,7,0,0.7166712880134583,0.6852591633796692,-0.03141212463378906
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,1,1,0,0.7259297370910645,0.6880571246147156,-0.03787261247634888
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,4,4,0,0.6985905766487122,0.6802994608879089,-0.018291115760803223
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,6,6,0,0.6941500306129456,0.6739749312400818,-0.02017509937286377
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,7,7,0,0.6165722608566284,0.5835248231887817,-0.03304743766784668
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,25,24,1,0.5800802111625671,0.5604220032691956,-0.019658207893371582
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,16,16,0,0.6054825186729431,0.5793532133102417,-0.026129305362701416
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,20,18,2,0.5281270742416382,0.5110262632369995,-0.017100811004638672
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,36,36,0,0.38250818848609924,0.3663853406906128,-0.01612284779548645
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,3,1,2,0.47690021991729736,0.46543174982070923,-0.011468470096588135
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,42,43,-1,0.5825458765029907,0.5556396245956421,-0.026906251907348633
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,19,20,-1,0.6418703198432922,0.6162037253379822,-0.02566659450531006
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,29,32,-3,0.6187268495559692,0.5976677536964417,-0.021059095859527588
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,42,44,-2,0.5515371561050415,0.5280501246452332,-0.02348703145980835
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,46,46,0,0.5423328280448914,0.5192612409591675,-0.023071587085723877
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,25,26,-1,0.5724908113479614,0.5398895740509033,-0.032601237297058105
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,6,6,0,0.5755828619003296,0.5584845542907715,-0.017098307609558105
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,7,7,0,0.5571133494377136,0.5512943267822266,-0.0058190226554870605
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,19,17,2,0.5161111354827881,0.5070921778678894,-0.009018957614898682
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,10,9,1,0.4728369116783142,0.4515754282474518,-0.021261483430862427
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,14,15,-1,0.46202343702316284,0.440327912569046,-0.02169552445411682
M3_ORIGINAL,B1,BGE-M3 IDF-weighted MaxSim vs BGE-M3 Original MaxSim,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,17,17,0,0.5663921236991882,0.5444036722183228,-0.02198845148086548
