session_id,query_id,token,category,visible_corpus_size,visible_df,visible_df_rate,local_corpus_size,local_df,local_df_rate,local_minus_visible_df_rate
S004,S004-Q035,营业,金融词,31,10,0.3225806451612903,31,10,0.3225806451612903,0.0
S004,S004-Q035,收入,金融词,31,11,0.3548387096774194,31,11,0.3548387096774194,0.0
S004,S004-Q039,的,模板/功能词,35,33,0.9428571428571428,35,33,0.9428571428571428,0.0
S004,S004-Q039,归母,金融词,35,35,1.0,35,35,1.0,0.0
S004,S004-Q039,净利润,金融词,35,33,0.9428571428571428,35,33,0.9428571428571428,0.0
S004,S004-Q039,营业,金融词,35,14,0.4,35,14,0.4,0.0
S004,S004-Q039,收入,金融词,35,15,0.42857142857142855,35,15,0.42857142857142855,0.0
S004,S004-Q039,现金流,金融词,35,27,0.7714285714285715,35,27,0.7714285714285715,0.0
S004,S004-Q039,反证,高区分度任务词,35,4,0.11428571428571428,35,4,0.11428571428571428,0.0
S004,S004-Q042,三年,其它,38,38,1.0,38,38,1.0,0.0
S004,S004-Q042,来源,其它,38,38,1.0,38,38,1.0,0.0
S004,S004-Q044,的,模板/功能词,40,38,0.95,40,38,0.95,0.0
S004,S004-Q044,判断,其它,40,20,0.5,40,20,0.5,0.0
S004,S004-Q044,证据,高区分度任务词,40,6,0.15,40,6,0.15,0.0
S004,S004-Q044,措辞,高区分度任务词,40,0,0.0,40,0,0.0,0.0
S004,S004-Q049,的,模板/功能词,45,43,0.9555555555555556,45,43,0.9555555555555556,0.0
S004,S004-Q049,和,模板/功能词,45,29,0.6444444444444445,45,29,0.6444444444444445,0.0
S004,S004-Q049,现金流,金融词,45,33,0.7333333333333333,45,33,0.7333333333333333,0.0
S004,S004-Q052,的,模板/功能词,48,46,0.9583333333333334,48,46,0.9583333333333334,0.0
S004,S004-Q052,与,模板/功能词,48,33,0.6875,48,33,0.6875,0.0
S004,S004-Q052,归母,金融词,48,48,1.0,48,48,1.0,0.0
S004,S004-Q052,净利润,金融词,48,44,0.9166666666666666,48,44,0.9166666666666666,0.0
S004,S004-Q052,结论,其它,48,45,0.9375,48,45,0.9375,0.0
S004,S004-Q052,营业,金融词,48,19,0.3958333333333333,48,19,0.3958333333333333,0.0
S004,S004-Q052,收入,金融词,48,20,0.4166666666666667,48,20,0.4166666666666667,0.0
S004,S004-Q055,的,模板/功能词,51,49,0.9607843137254902,51,49,0.9607843137254902,0.0
S004,S004-Q055,归母,金融词,51,51,1.0,51,51,1.0,0.0
S004,S004-Q055,结论,其它,51,48,0.9411764705882353,51,48,0.9411764705882353,0.0
S004,S004-Q055,判断,其它,51,22,0.43137254901960786,51,22,0.43137254901960786,0.0
S004,S004-Q055,总资产,金融词,51,20,0.39215686274509803,51,20,0.39215686274509803,0.0
S004,S004-Q055,基期,高区分度任务词,51,3,0.058823529411764705,51,3,0.058823529411764705,0.0
S004,S004-Q056,的,模板/功能词,52,50,0.9615384615384616,52,50,0.9615384615384616,0.0
S004,S004-Q056,和,模板/功能词,52,36,0.6923076923076923,52,36,0.6923076923076923,0.0
S004,S004-Q056,与,模板/功能词,52,34,0.6538461538461539,52,34,0.6538461538461539,0.0
S004,S004-Q056,归母,金融词,52,52,1.0,52,52,1.0,0.0
S004,S004-Q056,净利润,金融词,52,48,0.9230769230769231,52,48,0.9230769230769231,0.0
S004,S004-Q056,三年,其它,52,52,1.0,52,52,1.0,0.0
S004,S004-Q056,证据,高区分度任务词,52,16,0.3076923076923077,52,16,0.3076923076923077,0.0
S004,S004-Q056,层级,高区分度任务词,52,0,0.0,52,0,0.0,0.0
S004,S004-Q063,的,模板/功能词,59,57,0.9661016949152542,59,57,0.9661016949152542,0.0
S004,S004-Q063,证据,高区分度任务词,59,23,0.3898305084745763,59,23,0.3898305084745763,0.0
S004,S004-Q065,的,模板/功能词,61,59,0.9672131147540983,60,58,0.9666666666666667,-0.0005464480874316502
S004,S004-Q065,与,模板/功能词,61,37,0.6065573770491803,60,37,0.6166666666666667,0.010109289617486361
S004,S004-Q065,判断,其它,61,24,0.39344262295081966,60,24,0.4,0.006557377049180357
S004,S004-Q066,的,模板/功能词,62,60,0.967741935483871,60,58,0.9666666666666667,-0.0010752688172043223
S004,S004-Q066,结论,其它,62,59,0.9516129032258065,60,57,0.95,-0.001612903225806539
S004,S004-Q066,证据,高区分度任务词,62,26,0.41935483870967744,60,26,0.43333333333333335,0.013978494623655913
S004,S004-Q070,的,模板/功能词,66,64,0.9696969696969697,60,59,0.9833333333333333,0.013636363636363558
S004,S004-Q070,和,模板/功能词,66,50,0.7575757575757576,60,49,0.8166666666666667,0.05909090909090908
S004,S004-Q070,结论,其它,66,63,0.9545454545454546,60,58,0.9666666666666667,0.012121212121212088
S004,S004-Q070,来源,其它,66,66,1.0,60,60,1.0,0.0
S005,S005-Q007,的,模板/功能词,3,2,0.6666666666666666,3,2,0.6666666666666666,0.0
S005,S005-Q007,判断,其它,3,0,0.0,3,0,0.0,0.0
S005,S005-Q007,现金流,金融词,3,0,0.0,3,0,0.0,0.0
S005,S005-Q011,的,模板/功能词,7,6,0.8571428571428571,7,6,0.8571428571428571,0.0
S005,S005-Q011,和,模板/功能词,7,7,1.0,7,7,1.0,0.0
S005,S005-Q011,结论,其它,7,7,1.0,7,7,1.0,0.0
S005,S005-Q013,的,模板/功能词,9,8,0.8888888888888888,9,8,0.8888888888888888,0.0
S005,S005-Q013,和,模板/功能词,9,9,1.0,9,9,1.0,0.0
S005,S005-Q014,的,模板/功能词,10,9,0.9,10,9,0.9,0.0
S005,S005-Q014,证据,高区分度任务词,10,1,0.1,10,1,0.1,0.0
S005,S005-Q014,措辞,高区分度任务词,10,0,0.0,10,0,0.0,0.0
S005,S005-Q021,的,模板/功能词,17,12,0.7058823529411765,17,12,0.7058823529411765,0.0
S005,S005-Q021,三年,其它,17,17,1.0,17,17,1.0,0.0
S005,S005-Q021,营业,金融词,17,13,0.7647058823529411,17,13,0.7647058823529411,0.0
S005,S005-Q021,收入,金融词,17,13,0.7647058823529411,17,13,0.7647058823529411,0.0
S005,S005-Q022,的,模板/功能词,18,13,0.7222222222222222,18,13,0.7222222222222222,0.0
S005,S005-Q022,和,模板/功能词,18,16,0.8888888888888888,18,16,0.8888888888888888,0.0
S005,S005-Q022,归母,金融词,18,18,1.0,18,18,1.0,0.0
S005,S005-Q022,净利润,金融词,18,18,1.0,18,18,1.0,0.0
S005,S005-Q022,结论,其它,18,18,1.0,18,18,1.0,0.0
S005,S005-Q022,来源,其它,18,18,1.0,18,18,1.0,0.0
S005,S005-Q022,收入,金融词,18,14,0.7777777777777778,18,14,0.7777777777777778,0.0
S005,S005-Q026,归母,金融词,22,22,1.0,22,22,1.0,0.0
S005,S005-Q026,净利润,金融词,22,22,1.0,22,22,1.0,0.0
S005,S005-Q026,结论,其它,22,22,1.0,22,22,1.0,0.0
S005,S005-Q028,的,模板/功能词,24,18,0.75,24,18,0.75,0.0
S005,S005-Q028,归母,金融词,24,24,1.0,24,24,1.0,0.0
S005,S005-Q028,结论,其它,24,24,1.0,24,24,1.0,0.0
S005,S005-Q028,营业,金融词,24,20,0.8333333333333334,24,20,0.8333333333333334,0.0
S005,S005-Q028,收入,金融词,24,20,0.8333333333333334,24,20,0.8333333333333334,0.0
S005,S005-Q028,反证,高区分度任务词,24,2,0.08333333333333333,24,2,0.08333333333333333,0.0
S005,S005-Q033,的,模板/功能词,29,22,0.7586206896551724,29,22,0.7586206896551724,0.0
S005,S005-Q033,与,模板/功能词,29,13,0.4482758620689655,29,13,0.4482758620689655,0.0
S005,S005-Q033,归母,金融词,29,29,1.0,29,29,1.0,0.0
S005,S005-Q033,净利润,金融词,29,29,1.0,29,29,1.0,0.0
S005,S005-Q033,判断,其它,29,10,0.3448275862068966,29,10,0.3448275862068966,0.0
S005,S005-Q033,现金流,金融词,29,17,0.5862068965517241,29,17,0.5862068965517241,0.0
S005,S005-Q035,的,模板/功能词,31,23,0.7419354838709677,31,23,0.7419354838709677,0.0
S005,S005-Q035,与,模板/功能词,31,13,0.41935483870967744,31,13,0.41935483870967744,0.0
S005,S005-Q035,归母,金融词,31,31,1.0,31,31,1.0,0.0
S005,S005-Q035,净利润,金融词,31,30,0.967741935483871,31,30,0.967741935483871,0.0
S005,S005-Q035,三年,其它,31,31,1.0,31,31,1.0,0.0
S005,S005-Q035,现金流,金融词,31,19,0.6129032258064516,31,19,0.6129032258064516,0.0
S005,S005-Q039,的,模板/功能词,35,26,0.7428571428571429,35,26,0.7428571428571429,0.0
S005,S005-Q039,和,模板/功能词,35,21,0.6,35,21,0.6,0.0
S005,S005-Q039,反证,高区分度任务词,35,4,0.11428571428571428,35,4,0.11428571428571428,0.0
S005,S005-Q039,证据,高区分度任务词,35,6,0.17142857142857143,35,6,0.17142857142857143,0.0
S005,S005-Q042,的,模板/功能词,38,28,0.7368421052631579,38,28,0.7368421052631579,0.0
S005,S005-Q042,与,模板/功能词,38,19,0.5,38,19,0.5,0.0
S005,S005-Q042,归母,金融词,38,38,1.0,38,38,1.0,0.0
S005,S005-Q042,结论,其它,38,38,1.0,38,38,1.0,0.0
S005,S005-Q042,总资产,金融词,38,27,0.7105263157894737,38,27,0.7105263157894737,0.0
S005,S005-Q044,的,模板/功能词,40,30,0.75,40,30,0.75,0.0
S005,S005-Q044,结论,其它,40,40,1.0,40,40,1.0,0.0
S005,S005-Q044,营业,金融词,40,32,0.8,40,32,0.8,0.0
S005,S005-Q044,收入,金融词,40,32,0.8,40,32,0.8,0.0
S005,S005-Q049,的,模板/功能词,45,35,0.7777777777777778,45,35,0.7777777777777778,0.0
S005,S005-Q049,和,模板/功能词,45,24,0.5333333333333333,45,24,0.5333333333333333,0.0
S005,S005-Q052,的,模板/功能词,48,38,0.7916666666666666,48,38,0.7916666666666666,0.0
S005,S005-Q052,和,模板/功能词,48,24,0.5,48,24,0.5,0.0
S005,S005-Q052,结论,其它,48,48,1.0,48,48,1.0,0.0
S005,S005-Q052,证据,高区分度任务词,48,8,0.16666666666666666,48,8,0.16666666666666666,0.0
S005,S005-Q055,的,模板/功能词,51,41,0.803921568627451,51,41,0.803921568627451,0.0
S005,S005-Q055,与,模板/功能词,51,32,0.6274509803921569,51,32,0.6274509803921569,0.0
S005,S005-Q055,判断,其它,51,24,0.47058823529411764,51,24,0.47058823529411764,0.0
S005,S005-Q055,证据,高区分度任务词,51,9,0.17647058823529413,51,9,0.17647058823529413,0.0
S005,S005-Q056,和,模板/功能词,52,26,0.5,52,26,0.5,0.0
S005,S005-Q056,结论,其它,52,52,1.0,52,52,1.0,0.0
