session_id,eligible_gold_count,C3 Dense R@5,Field-aware R@5,Delta R@5,Field-aware R@10,Field-aware R@20,Field-aware MRR,Field-aware Mean Gold Rank
S001,21,0.47619047619047616,0.38095238095238093,-0.09523809523809523,0.6190476190476191,0.7619047619047619,0.24866142311794487,11.476190476190476
S002,32,0.34375,0.34375,0.0,0.5625,0.75,0.29259688723974436,12.28125
S003,43,0.3023255813953488,0.3488372093023256,0.04651162790697677,0.4883720930232558,0.6976744186046512,0.3257692324544551,14.116279069767442
S004,32,0.40625,0.28125,-0.125,0.53125,0.78125,0.2493204610529172,13.125
S005,26,0.46153846153846156,0.34615384615384615,-0.11538461538461542,0.6538461538461539,0.8846153846153846,0.4309835045129163,9.153846153846153
