candidate,stage,tune_R@5,validation_R@5,validation_macro_R@5,validation_R@10,validation_R@20,validation_MRR,session_stddev,LLM_calls,embedding_calls,runtime_seconds,status
frozen:rankings:M2,frozen_replay,0.4266666666666667,0.28378378378378377,0.27604166666666663,0.5405405405405406,0.7567567567567568,0.18454418742731435,0.05729166666666666,0,0,0.1397227000015846,VALID
baseline,baseline,0.41333333333333333,0.22972972972972974,0.22842261904761904,0.2702702702702703,0.36486486486486486,0.13910918837389424,0.009672619047619041,0,0,0.3412512019967835,VALID
