session_id,evaluated_query_count,eligible_requirement_count,recall_at_k,recall_at_2k,recall_at_4k,mrr,mean_gold_rank,median_gold_rank,shortterm_coverage,shortterm_requirement_count,total_gold_requirement_count,target_layer_union,all_memory_union,query_completion
S001_贵州茅台_投研,14,21,0.2857142857142857,0.6666666666666666,1.0,0.18059369824075708,8.619047619047619,7,0.7375,59,80,0.8125,0.8125,0.8125
S002_贵州茅台_内审,20,30,0.4666666666666667,0.7333333333333333,0.8333333333333334,0.22776629072681706,6.12,5,0.7413793103448276,86,116,0.8620689655172413,0.8620689655172413,0.8620689655172413
S003_比亚迪_风委,26,42,0.3333333333333333,0.5238095238095238,0.7619047619047619,0.18017575226221844,7.96875,7.5,0.7236842105263158,110,152,0.8157894736842105,0.8157894736842105,0.8157894736842105
S004_比亚迪_IR,21,32,0.21875,0.5625,0.75,0.19027775858150278,8.375,7.0,0.7310924369747899,87,119,0.7899159663865546,0.7899159663865546,0.7899159663865546
S005_宁德时代_合规,16,24,0.5,0.7083333333333334,0.875,0.27091074434824436,6.0476190476190474,4,0.7391304347826086,68,92,0.8695652173913043,0.8695652173913043,0.8695652173913043
