scope,add_variant,session_count,pairwise_cosine_mean,pairwise_cosine_median,pairwise_cosine_p75,pairwise_cosine_p90,pairwise_cosine_p95,nearest_neighbor_cosine_mean,nearest_neighbor_cosine_median,nearest_neighbor_cosine_p90,keyword_jaccard_mean,keyword_jaccard_median,keyword_jaccard_p90,summary_token_jaccard_mean,summary_token_jaccard_median,summary_token_jaccard_p90
macro_average_across_sessions,Add-Old,5,0.8691021447033919,0.873195967764975,0.8966743832697267,0.9152963271061696,0.9252066899366296,0.927956780805754,0.9309499813850298,0.95011019871492,0.3527769247259155,0.3651515151515151,0.5127272727272727,0.4385257947109573,0.4372385865729852,0.5214777296199272
macro_average_across_sessions,Add-New,5,0.7834665014739484,0.7840930227593177,0.8345621893318291,0.8795280512098861,0.9019136880230217,0.9228861382914968,0.9286722397740302,0.9576063416638885,0.257915741606664,0.24363636363636365,0.4666666666666666,0.313939045222253,0.29882198609471333,0.4501177159115136
