Add 方式,Formatter,Query 检索方式,Eligible Gold,Top5 recalled Gold,Top5,Macro Top5,Top10,Top20,MRR,Mean Gold Rank
原 Production Add（参考）,Summary + Keywords,上下文引用解析后检索（P2）,154,55,0.35714285714285715,0.3617471675611211,0.5454545454545454,0.7532467532467533,0.3002948982291115,14.792207792207792
当前前后文 Prompt（主要基线）,Summary + Keywords,上下文引用解析后检索（P2）,154,59,0.38311688311688313,0.39801090382485727,0.5454545454545454,0.8181818181818182,0.31992059520313865,11.545454545454545
候选一：关系解析优先，禁止上下文事实扩写,Summary + Keywords,上下文引用解析后检索（P2）,154,42,0.2727272727272727,0.2856828733282222,0.4935064935064935,0.7337662337662337,0.25245995764714496,14.922077922077921
候选二：当前轮信息优先 + 一句关系补充,Summary + Keywords,上下文引用解析后检索（P2）,154,38,0.24675324675324675,0.26045020870602265,0.42207792207792205,0.7207792207792207,0.22430622449978574,16.292207792207794
候选三：区分性信息优先，主动抑制重复内容,Summary + Keywords,上下文引用解析后检索（P2）,154,47,0.3051948051948052,0.3188405102649289,0.4805194805194805,0.7012987012987013,0.252759720667961,15.824675324675324
