query_variant,page_variant,status,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,eligible_gold_count
Q5,P8,AVAILABLE,0.047619047619047616,0.2857142857142857,0.38095238095238093,0.6190476190476191,0.7619047619047619,0.8095238095238095,1.0,0.26794726437583577,0.2381935601091365,10.714285714285714,8,21
Q5,P0,AVAILABLE,0.0,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.7142857142857143,0.8095238095238095,1.0,0.217947851655282,0.21515868601907803,11.095238095238095,9,21
Q0,P8,AVAILABLE,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8095238095238095,0.8095238095238095,1.0,0.38134484563055987,0.27998005636772766,9.428571428571429,7,21
Q0,P0,AVAILABLE,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21
