candidate_k,candidate_recall,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,eligible_gold_count,gold_rank_buckets,recall_at_all_available
5,0.3333333333333333,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",
10,0.5714285714285714,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",
15,0.7619047619047619,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",
20,0.8571428571428571,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",
30,1.0,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",
all_available,1.0,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,"{""1-5"": 7, ""6-10"": 5, ""11-20"": 6, ""21-30"": 3, "">30 / not found"": 0}",1.0
