variant,description,deployable,status,online_llm_calls_per_query,llm_latency_mean_ms,llm_latency_p95_ms,mean_prompt_tokens,mean_completion_tokens,mean_retry_count,failure_rate,average_text_length_chars,production_embedding_max_seq_length,truncation_expected,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,eligible_gold_count
Q0,current user query,True,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.92857142857143,512,False,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21
Q1,current + previous 1 QA,True,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9828.42857142857,512,True,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.9523809523809523,0.3253826530612245,0.21663342727954613,11.714285714285714,9,21
Q2,current + previous 2 QA,True,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19527.714285714286,512,True,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.9523809523809523,0.3253826530612245,0.21663342727954613,11.714285714285714,9,21
Q3,current + previous 3 QA,True,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29237.785714285714,512,True,0.14285714285714285,0.23809523809523808,0.23809523809523808,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.9523809523809523,0.3253826530612245,0.21663342727954613,11.714285714285714,9,21
Q4,DeepSeek no-thinking standalone rewrite,True,AVAILABLE,1.0,1380.194721143198,1796.0174367995933,17257.928571428572,45.5,0.0,0.0,67.57142857142857,512,False,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.6666666666666666,0.8095238095238095,1.0,0.23084845049130762,0.2075088875213437,11.80952380952381,11,21
Q5,original + standalone rewrite,True,AVAILABLE,1.0,1380.194721143198,1796.0174367995933,17257.928571428572,45.5,0.0,0.0,151.5,512,False,0.0,0.23809523809523808,0.38095238095238093,0.5238095238095238,0.7142857142857143,0.8095238095238095,1.0,0.217947851655282,0.21515868601907803,11.095238095238095,9,21
Q6,two-query RRF (one no-thinking LLM call),True,AVAILABLE,1.0,1615.4696259997893,1927.1674261966837,17275.928571428572,65.71428571428571,0.0,0.0,85.21428571428571,512,False,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.8571428571428571,1.0,0.2563726088726089,0.19658728680331589,11.619047619047619,12,21
QO,required_context Oracle (not deployable),False,AVAILABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,512,False,0.47619047619047616,0.7142857142857143,0.7619047619047619,0.8571428571428571,0.9523809523809523,0.9523809523809523,1.0,0.8269230769230769,0.7667456753171731,4.095238095238095,2,21
