scheme,query_build_ms_count,query_build_ms_mean,query_build_ms_p50,query_build_ms_p90,query_build_ms_p95,query_build_ms_max,query_rewrite_ms_count,query_rewrite_ms_mean,query_rewrite_ms_p50,query_rewrite_ms_p90,query_rewrite_ms_p95,query_rewrite_ms_max,query_embedding_ms_count,query_embedding_ms_mean,query_embedding_ms_p50,query_embedding_ms_p90,query_embedding_ms_p95,query_embedding_ms_max,dense_search_ms_count,dense_search_ms_mean,dense_search_ms_p50,dense_search_ms_p90,dense_search_ms_p95,dense_search_ms_max,bm25_search_ms_count,bm25_search_ms_mean,bm25_search_ms_p50,bm25_search_ms_p90,bm25_search_ms_p95,bm25_search_ms_max,fusion_ms_count,fusion_ms_mean,fusion_ms_p50,fusion_ms_p90,fusion_ms_p95,fusion_ms_max,rerank_ms_count,rerank_ms_mean,rerank_ms_p50,rerank_ms_p90,rerank_ms_p95,rerank_ms_max,retrieval_total_ms_count,retrieval_total_ms_mean,retrieval_total_ms_p50,retrieval_total_ms_p90,retrieval_total_ms_p95,retrieval_total_ms_max,online_llm_calls_per_query,mean_prompt_tokens,mean_completion_tokens,mean_retry_count
C0_baseline,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,39.421948499304044,10.108681501151295,14.350862897845222,157.9781995485972,422.85784900013823,14,6.602162642853467,0.6428459964809008,15.798043701215647,21.478051002486602,31.921302004775498,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,46.02411114215751,15.466789496713318,35.61916430044222,173.95395100138543,423.165810003411,0.0,0.0,0.0,0.0
C1_best_query_only,14,0.0,0.0,0.0,0.0,0.0,14,1380.194721143198,1333.3909124994534,1670.953851300874,1796.0174367995933,1922.9679799973383,14,9.572325714023984,8.895393999409862,12.141994201374473,13.282601700484518,15.048704997752793,14,7.104579499095313,4.676038999605225,15.56806769949617,18.88873930001864,24.465296002745163,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,1396.8716263563172,1356.7487964937754,1681.2977685993249,1805.1114222987962,1931.1086949965102,1.0,17257.928571428572,45.5,0.0
C2_best_representation_embedding_only,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,23.600940001155582,20.64080999844009,30.249734900280604,33.37457900233858,37.22274800384184,14,14.06394735594014,17.322146501101088,24.106430195388395,29.608900946550417,34.67689699755283,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,37.66488735709572,37.69085650492343,45.39401309739333,51.27559384964115,60.78202000207966,0.0,0.0,0.0,0.0
C3_candidate_expansion_rerank_only,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,39.421948499304044,10.108681501151295,14.350862897845222,157.9781995485972,422.85784900013823,14,6.602162642853467,0.6428459964809008,15.798043701215647,21.478051002486602,31.921302004775498,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,1037.2520686438033,1252.8007680011797,1375.9957582020434,1396.2358957021934,1414.5114010025281,14,1083.2761797859607,1263.0358494971006,1400.3368445046362,1425.5263447044854,1454.274351002823,0.0,0.0,0.0,0.0
C4_best_no_online_llm,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,23.600940001155582,20.64080999844009,30.249734900280604,33.37457900233858,37.22274800384184,14,0.0,0.0,0.0,0.0,0.0,14,88.05138578619724,91.35772200170322,138.3777221031778,151.60410770549788,168.76858100295067,14,0.0,0.0,0.0,0.0,0.0,14,917.1860880711132,1103.6232270016626,1236.3223575033771,1273.468076852805,1339.5467849986744,14,1028.838413858466,1243.0057399906218,1344.7738662027405,1409.4366886005446,1527.841934002936,0.0,0.0,0.0,0.0
C5_best_quality,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,23.600940001155582,20.64080999844009,30.249734900280604,33.37457900233858,37.22274800384184,14,0.0,0.0,0.0,0.0,0.0,14,88.97518142891515,76.78056100121466,173.5165504971519,174.29460279927298,174.68087700399337,14,0.0,0.0,0.0,0.0,0.0,14,1151.3507229288475,1113.8381965029112,1310.903570199298,1568.955558149173,2046.4969009990455,14,1263.9268443589183,1235.890156505775,1492.3610877049214,1709.0480191051026,2091.75031700579,1.0,4758.857142857143,53.0,0.0
C6_best_practical,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,23.600940001155582,20.64080999844009,30.249734900280604,33.37457900233858,37.22274800384184,14,14.06394735594014,17.322146501101088,24.106430195388395,29.608900946550417,34.67689699755283,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,14,37.66488735709572,37.69085650492343,45.39401309739333,51.27559384964115,60.78202000207966,0.0,0.0,0.0,0.0
