variant,description,status,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_15,recall_at_20,recall_at_30,mrr,ndcg_at_5,mean_gold_rank,median_gold_rank,eligible_gold_count,pair_count,mean_pairwise_cosine,p90_pairwise_cosine,average_text_length_chars,page_embedding_build_ms
P0,production: summary + keywords + user_input,AVAILABLE,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.7619047619047619,0.8571428571428571,1.0,0.3321719286005,0.2643979623233413,10.238095238095237,7,21,1081,0.8597845496346176,0.9067219495773315,526.8510638297872,0.0
P1,summary,AVAILABLE,0.047619047619047616,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.8571428571428571,1.0,0.29634538598047916,0.24680613648287042,10.047619047619047,7,21,1081,0.8642208489635055,0.9133514165878296,410.78723404255317,568.6638629995286
P2,user_input,AVAILABLE,0.0,0.09523809523809523,0.19047619047619047,0.47619047619047616,0.7619047619047619,0.9047619047619048,1.0,0.1499688768485761,0.12105319147471315,11.619047619047619,11,21,1081,0.5817447161365724,0.6746665239334106,47.87234042553192,63.46138699882431
P3,raw_dialogue,AVAILABLE,0.0,0.23809523809523808,0.23809523809523808,0.47619047619047616,0.7142857142857143,0.8571428571428571,1.0,0.1941390240466736,0.15667331454409078,11.095238095238095,11,21,1081,0.8281849635959664,0.8828986883163452,9697.659574468085,780.636086994491
P4,user_input + assistant_response,AVAILABLE,0.0,0.23809523809523808,0.23809523809523808,0.47619047619047616,0.7142857142857143,0.8571428571428571,1.0,0.1941390240466736,0.15667331454409078,11.095238095238095,11,21,1081,0.8281849635959664,0.8828986883163452,9696.659574468085,769.5921980048297
P5,user_input + summary,AVAILABLE,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.6190476190476191,0.7142857142857143,0.9047619047619048,1.0,0.2542016806722689,0.23116106662010766,10.714285714285714,8,21,1081,0.8041573503191664,0.8643309473991394,465.6595744680851,499.6634279959835
P6,summary + raw_dialogue,AVAILABLE,0.047619047619047616,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.6666666666666666,0.8095238095238095,0.9523809523809523,0.2649981381508475,0.22363783954081842,11.523809523809524,9,21,1081,0.8364659898486212,0.8850550055503845,10109.446808510638,735.2227299998049
P7,user_input + keywords,AVAILABLE,0.0,0.14285714285714285,0.23809523809523808,0.5714285714285714,0.7619047619047619,0.8095238095238095,1.0,0.17492269635126778,0.1517216401207617,10.571428571428571,8,21,1081,0.791204060314983,0.8473553657531738,115.06382978723404,100.16726699541323
P8,summary + keywords,AVAILABLE,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8095238095238095,0.8095238095238095,1.0,0.38134484563055987,0.27998005636772766,9.428571428571429,7,21,1081,0.8815929555540059,0.925146222114563,471.97872340425533,500.765233002312
