session_id,query_id,gold_page_id,baseline_rank,baseline_score,P0_rank,P0_score,P0_promoted,P0_demoted,P0_rank_movement,P2_rank,P2_score,P2_promoted,P2_demoted,P2_rank_movement,P4_rank,P4_score,P4_promoted,P4_demoted,P4_rank_movement
S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,29,0.335262268781662,29,0.335262268781662,False,False,0,29,0.335262268781662,False,False,0,27,0.34784814715385437,False,False,2
S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,13,0.4355660080909729,13,0.4355660080909729,False,False,0,11,0.5786396265029907,False,False,2,13,0.4355660080909729,False,False,0
S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,3,0.33832457661628723,3,0.3383246064186096,False,False,0,3,0.3383246064186096,False,False,0,3,0.3383246064186096,False,False,0
S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,6,0.3450709879398346,6,0.3450709879398346,False,False,0,6,0.3450709879398346,False,False,0,6,0.3450709879398346,False,False,0
S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,3,0.3914191424846649,3,0.3914192020893097,False,False,0,3,0.3914192020893097,False,False,0,3,0.3914192020893097,False,False,0
S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,9,0.33159926533699036,9,0.3315993845462799,False,False,0,9,0.3315993845462799,False,False,0,9,0.3315993845462799,False,False,0
S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,5,0.4067200720310211,5,0.4067201614379883,False,False,0,5,0.4067201614379883,False,False,0,5,0.4067201614379883,False,False,0
S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,3,0.5073202252388,3,0.5073203444480896,False,False,0,3,0.5073203444480896,False,False,0,3,0.5073203444480896,False,False,0
S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,13,0.6465378403663635,13,0.6465377807617188,False,False,0,13,0.6465377807617188,False,False,0,13,0.6465377807617188,False,False,0
S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,4,0.7317522764205933,4,0.731752336025238,False,False,0,4,0.7392288446426392,False,False,0,4,0.731752336025238,False,False,0
S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,11,0.6958172917366028,11,0.6958174109458923,False,False,0,11,0.7118639945983887,False,False,0,11,0.6958174109458923,False,False,0
S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,6,0.6949954032897949,6,0.6949952840805054,False,False,0,6,0.6949952840805054,False,False,0,6,0.6949952840805054,False,False,0
S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,9,0.6865123510360718,9,0.6865124106407166,False,False,0,9,0.6865124106407166,False,False,0,9,0.6865124106407166,False,False,0
S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,8,0.635677695274353,8,0.6356777548789978,False,False,0,1,0.772222638130188,True,False,7,8,0.6356777548789978,False,False,0
S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,4,0.7509975433349609,4,0.7509974837303162,False,False,0,4,0.7509974837303162,False,False,0,4,0.7509974837303162,False,False,0
S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,11,0.713391900062561,11,0.7133919596672058,False,False,0,11,0.7133919596672058,False,False,0,11,0.7133919596672058,False,False,0
S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,8,0.71683669090271,8,0.7168366312980652,False,False,0,9,0.7331234216690063,False,False,-1,8,0.7168366312980652,False,False,0
S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,12,0.6947565078735352,12,0.6947564482688904,False,False,0,12,0.6947564482688904,False,False,0,12,0.6947564482688904,False,False,0
S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,1,0.7444235682487488,1,0.7444235682487488,False,False,0,1,0.7444235682487488,False,False,0,1,0.7444235682487488,False,False,0
S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,5,0.7117832899093628,4,0.7355781197547913,False,False,1,4,0.7403773665428162,False,False,1,4,0.7403773665428162,False,False,1
S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,40,0.6301290392875671,40,0.6301290988922119,False,False,0,40,0.6301290988922119,False,False,0,40,0.6305481791496277,False,False,0
S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,11,0.7112531065940857,11,0.7112531661987305,False,False,0,11,0.7112531661987305,False,False,0,13,0.7085235714912415,False,False,-2
S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,5,0.6977245807647705,5,0.6977246403694153,False,False,0,5,0.6977246403694153,False,False,0,6,0.7298300266265869,False,True,-1
S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,2,0.5538138151168823,2,0.5538136959075928,False,False,0,2,0.5538136959075928,False,False,0,2,0.5538136959075928,False,False,0
S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,5,0.5295717716217041,5,0.5295717120170593,False,False,0,5,0.5295717120170593,False,False,0,5,0.5295717120170593,False,False,0
S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,5,0.519546627998352,5,0.519546627998352,False,False,0,5,0.519546627998352,False,False,0,5,0.519546627998352,False,False,0
S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,13,0.49913763999938965,13,0.4991377890110016,False,False,0,13,0.4991377890110016,False,False,0,13,0.4991377890110016,False,False,0
S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,34,0.34421658515930176,34,0.34421661496162415,False,False,0,34,0.34421661496162415,False,False,0,34,0.34421661496162415,False,False,0
S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,19,0.3813455402851105,23,0.5645622611045837,False,False,-4,22,0.5971354246139526,False,False,-3,20,0.5284066200256348,False,False,-1
S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,1,0.5514099597930908,1,0.5514100790023804,False,False,0,2,0.6259294152259827,False,False,-1,1,0.5514100790023804,False,False,0
S002,S002-Q065,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,10,0.47436463832855225,10,0.47436460852622986,False,False,0,20,0.5521422624588013,False,False,-10,10,0.47436460852622986,False,False,0
S002,S002-Q066,166328f1-a89c-5b18-8a53-02ac909e0849,1,0.5741122364997864,1,0.5741121768951416,False,False,0,1,0.5971285104751587,False,False,0,1,0.5741121768951416,False,False,0
