add_variant,search_variant,query_count,top_separation_margin_mean,top_separation_margin_median,top_separation_positive_rate,gold_top5_margin_definition,gold_top5_margin_mean,gold_top5_margin_median,gold_top5_margin_positive_rate
Old,Baseline,99,-0.05128225593855887,-0.04756450653076172,0.12121212121212122,best Gold query score minus fifth-highest visible Non-Gold query score,-0.004456209413933031,-0.004061788320541382,0.45454545454545453
Old,P2,99,-0.048309876160188156,-0.04224720597267151,0.13131313131313133,best Gold query score minus fifth-highest visible Non-Gold query score,-0.0019419539456415659,-0.002587437629699707,0.48484848484848486
A1,Baseline,99,-0.08430862637481304,-0.07922214269638062,0.0707070707070707,best Gold query score minus fifth-highest visible Non-Gold query score,-0.02137659475056812,-0.02234494686126709,0.32323232323232326
A1,P2,99,-0.08361413322313867,-0.08090329170227051,0.050505050505050504,best Gold query score minus fifth-highest visible Non-Gold query score,-0.025335517495569556,-0.029101431369781494,0.32323232323232326
A2,Baseline,99,-0.07373797833317458,-0.06896966695785522,0.06060606060606061,best Gold query score minus fifth-highest visible Non-Gold query score,-0.022351479891574745,-0.02273184061050415,0.35353535353535354
A2,P2,99,-0.07282373369342149,-0.06683731079101562,0.09090909090909091,best Gold query score minus fifth-highest visible Non-Gold query score,-0.023173968599300192,-0.022515475749969482,0.3333333333333333
A3,Baseline,99,-0.07180566227797305,-0.0720146894454956,0.030303030303030304,best Gold query score minus fifth-highest visible Non-Gold query score,-0.014410071300737785,-0.02000373601913452,0.30303030303030304
A3,P2,99,-0.0704464539132937,-0.06712466478347778,0.04040404040404041,best Gold query score minus fifth-highest visible Non-Gold query score,-0.013777079004229921,-0.019192874431610107,0.3333333333333333
