scope,add_variant,session_count,pairwise_cosine_mean,pairwise_cosine_median,pairwise_cosine_p75,pairwise_cosine_p90,pairwise_cosine_p95,nearest_neighbor_cosine_mean,nearest_neighbor_cosine_median,nearest_neighbor_cosine_p90,nearest_neighbor_cosine_p95
macro_average_across_sessions,Old,5,0.8691021447033919,0.873195967764975,0.8966743832697267,0.9152963271061696,0.9252066899366296,0.927956780805754,0.9309499813850298,0.95011019871492,0.952799427612022
macro_average_across_sessions,A1,5,0.7198500189454633,0.7176167122741308,0.7650575393888858,0.8104414959644816,0.8342750578401116,0.8553006063926938,0.8583362769035798,0.9001336944452485,0.9105085193083011
macro_average_across_sessions,A2,5,0.7644216029496518,0.7661788984087707,0.8029601831430198,0.8365037548535806,0.8538980436701931,0.8772743697846099,0.8787386043030894,0.9114660910491452,0.9228137825884097
macro_average_across_sessions,A3,5,0.7700875092317226,0.7697601290603372,0.810839147710654,0.8457211217138962,0.8637332073177202,0.8805516795374387,0.8817228886719025,0.9146892055825815,0.9213592277066931
