Config,comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,transition,dense_rank,hybrid_rank,dense_score,raw_bm25_score,normalized_bm25_score,final_score,zero_fallback_applied
H5-W70,H5-W70 vs Dense,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,18,0,0.7261838316917419,0.5090971827808849,-0.21708664891085705,UNCHANGED,18,18,0.7261838316917419,0.07093708217144012,0.002561668655552021,0.5090971827808849,False
H5-W70,H5-W70 vs Dense,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,15,-1,0.7453212141990662,0.5224934914990531,-0.22282772270001305,UNCHANGED,14,15,0.7453212141990662,0.07130484282970428,0.002562138532355805,0.5224934914990531,False
H5-W70,H5-W70 vs Dense,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,6,2,0.7841389775276184,0.5618748094794641,-0.2222641680481543,UNCHANGED,8,6,0.7841389775276184,3.807317018508911,0.04325841736710415,0.5618748094794641,False
H5-W70,H5-W70 vs Dense,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,6,-1,0.6531623601913452,0.4572136521339416,-0.1959487080574036,DEMOTED,5,6,0.6531623601913452,0.0,0.0,0.4572136521339416,False
H5-W70,H5-W70 vs Dense,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,20,-1,0.60422682762146,0.42295877933502196,-0.181268048286438,UNCHANGED,19,20,0.60422682762146,0.0,0.0,0.42295877933502196,False
H5-W70,H5-W70 vs Dense,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,6,-3,0.5494986772537231,0.3846490740776062,-0.16484960317611697,DEMOTED,3,6,0.5494986772537231,0.0,0.0,0.3846490740776062,False
H5-W70,H5-W70 vs Dense,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,5,-1,0.5578400492668152,0.3904880344867706,-0.16735201478004458,UNCHANGED,4,5,0.5578400492668152,0.0,0.0,0.3904880344867706,False
H5-W70,H5-W70 vs Dense,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,21,0,0.489423006772995,0.3425961047410965,-0.14682690203189852,UNCHANGED,21,21,0.489423006772995,0.0,0.0,0.3425961047410965,False
H5-W70,H5-W70 vs Dense,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,7,-3,0.5434472560882568,0.38041307926177975,-0.16303417682647708,DEMOTED,4,7,0.5434472560882568,0.0,0.0,0.38041307926177975,False
H5-W70,H5-W70 vs Dense,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,40,0,0.30329322814941406,0.21230525970458983,-0.09098796844482424,UNCHANGED,40,40,0.30329322814941406,0.0,0.0,0.21230525970458983,False
H5-W70,H5-W70 vs Dense,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,20,8,0.3380138576030731,0.24710821179415907,-0.09090564580891405,UNCHANGED,28,20,0.3380138576030731,5.366146087646484,0.03499503824002628,0.24710821179415907,False
H5-W70,H5-W70 vs Dense,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,23,-1,0.5372671484947205,0.37684213000408084,-0.16042501849063961,UNCHANGED,22,23,0.5372671484947205,0.03573441132903099,0.00251708685925519,0.37684213000408084,False
H5-W70,H5-W70 vs Dense,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,38,-2,0.5712360143661499,0.39986521005630493,-0.17137080430984497,UNCHANGED,36,38,0.5712360143661499,0.0,0.0,0.39986521005630493,False
H5-W70,H5-W70 vs Dense,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,18,-1,0.6142544746398926,0.4299781322479248,-0.18427634239196777,UNCHANGED,17,18,0.6142544746398926,0.0,0.0,0.4299781322479248,False
H5-W70,H5-W70 vs Dense,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,26,-1,0.5234483480453491,0.36641384363174434,-0.15703450441360478,UNCHANGED,25,26,0.5234483480453491,0.0,0.0,0.36641384363174434,False
H5-W70,H5-W70 vs Dense,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,34,-1,0.5125783085823059,0.3588048160076141,-0.1537734925746918,UNCHANGED,33,34,0.5125783085823059,0.0,0.0,0.3588048160076141,False
H5-W70,H5-W70 vs Dense,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,4,-1,0.6123521327972412,0.42864649295806884,-0.18370563983917237,UNCHANGED,3,4,0.6123521327972412,0.0,0.0,0.42864649295806884,False
H5-W70,H5-W70 vs Dense,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,27,-1,0.4568561911582947,0.3197993338108063,-0.1370568573474884,UNCHANGED,26,27,0.4568561911582947,0.0,0.0,0.3197993338108063,False
H5-W70,H5-W70 vs Dense,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,3,9,0.4582591652870178,0.3351880385820577,-0.12307112670496012,PROMOTED,12,3,0.4582591652870178,6.026237964630127,0.04802207627048412,0.3351880385820577,False
H5-W70,H5-W70 vs Dense,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,4,-2,0.47814619541168213,0.33470233678817746,-0.14344385862350467,UNCHANGED,2,4,0.47814619541168213,0.0,0.0,0.33470233678817746,False
H5-W70,H5-W70 vs Dense,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,14,1,0.42474165558815,0.30021001731729474,-0.12453163827085528,UNCHANGED,15,14,0.42474165558815,2.734907865524292,0.009636194685299132,0.30021001731729474,False
H5-W70,H5-W70 vs Dense,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,20,2,0.41263967752456665,0.2917593230193716,-0.12088035450519508,UNCHANGED,22,20,0.41263967752456665,2.7493104934692383,0.009705162507249806,0.2917593230193716,False
H5-W70,H5-W70 vs Dense,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,8,-4,0.5201765894889832,0.3641236126422882,-0.15605297684669495,DEMOTED,4,8,0.5201765894889832,0.0,0.0,0.3641236126422882,False
H5-W70,H5-W70 vs Dense,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,2,0,0.4894738793373108,0.34263171553611754,-0.14684216380119325,UNCHANGED,2,2,0.4894738793373108,0.0,0.0,0.34263171553611754,False
H5-W70,H5-W70 vs Dense,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,7,0,0.4091431200504303,0.2864001840353012,-0.12274293601512909,UNCHANGED,7,7,0.4091431200504303,0.0,0.0,0.2864001840353012,False
H5-W70,H5-W70 vs Dense,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,2,0,0.4483288526535034,0.3138301968574524,-0.13449865579605103,UNCHANGED,2,2,0.4483288526535034,0.0,0.0,0.3138301968574524,False
H5-W70,H5-W70 vs Dense,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,9,0,0.4276643693447113,0.3001384421750739,-0.1275259271696374,UNCHANGED,9,9,0.4276643693447113,0.08363747596740723,0.002577945445919993,0.3001384421750739,False
H5-W70,H5-W70 vs Dense,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.34095227895608543,-0.1364305001653135,UNCHANGED,1,1,0.4773827791213989,4.4674153327941895,0.022614445237020595,0.34095227895608543,False
H5-W70,H5-W70 vs Dense,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,4,0,0.42706114053726196,0.29894279837608334,-0.12811834216117862,UNCHANGED,4,4,0.42706114053726196,0.0,0.0,0.29894279837608334,False
H5-W70,H5-W70 vs Dense,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,4,0,0.5493555665016174,0.3860878231722603,-0.16326774332935712,UNCHANGED,4,4,0.5493555665016174,1.4648913145065308,0.0051297554037604085,0.3860878231722603,False
H5-W70,H5-W70 vs Dense,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,11,0,0.5612436532974243,0.39440486540394026,-0.16683878789348405,UNCHANGED,11,11,0.5612436532974243,1.4588490724563599,0.005114360319144298,0.39440486540394026,False
H5-W70,H5-W70 vs Dense,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,14,0,0.5384949445724487,0.3782693442320712,-0.16022560034037753,UNCHANGED,14,14,0.5384949445724487,1.1609007120132446,0.004409610104523847,0.3782693442320712,False
H5-W70,H5-W70 vs Dense,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,6,-1,0.6158711314201355,0.4311097919940948,-0.18476133942604067,DEMOTED,5,6,0.6158711314201355,0.0,0.0,0.4311097919940948,False
H5-W70,H5-W70 vs Dense,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,10,0,0.5733019709587097,0.40131137967109676,-0.17199059128761296,UNCHANGED,10,10,0.5733019709587097,0.0,0.0,0.40131137967109676,False
H5-W70,H5-W70 vs Dense,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,13,0,0.5440734028816223,0.3808513820171356,-0.16322202086448673,UNCHANGED,13,13,0.5440734028816223,0.0,0.0,0.3808513820171356,False
H5-W70,H5-W70 vs Dense,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.46652237736464297,-0.19886388219117368,UNCHANGED,1,1,0.6653862595558167,0.027405237779021263,0.002506652251904465,0.46652237736464297,False
H5-W70,H5-W70 vs Dense,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,3,-1,0.6522879004478455,0.4577668898146575,-0.19452101063318794,UNCHANGED,2,3,0.6522879004478455,0.9062784910202026,0.0038845316705525337,0.4577668898146575,False
H5-W70,H5-W70 vs Dense,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,6,-1,0.6095507144927979,0.4287191254563071,-0.18083158903649077,DEMOTED,5,6,0.6095507144927979,0.02567884884774685,0.0067787510378286495,0.4287191254563071,False
H5-W70,H5-W70 vs Dense,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,22,-1,0.46689894795417786,0.32682926356792447,-0.1400696843862534,UNCHANGED,21,22,0.46689894795417786,0.0,0.0,0.32682926356792447,False
H5-W70,H5-W70 vs Dense,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,11,-2,0.5086044073104858,0.35602308511734004,-0.1525813221931458,UNCHANGED,9,11,0.5086044073104858,0.0,0.0,0.35602308511734004,False
H5-W70,H5-W70 vs Dense,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,18,0,0.5557105541229248,0.3958223257715525,-0.15988822835137229,UNCHANGED,18,18,0.5557105541229248,4.479626655578613,0.022749792951684066,0.3958223257715525,False
H5-W70,H5-W70 vs Dense,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,17,-1,0.5743467211723328,0.4033801490767258,-0.17096657209560695,UNCHANGED,16,17,0.5743467211723328,1.1828923225402832,0.004458147520309617,0.4033801490767258,False
H5-W70,H5-W70 vs Dense,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,2,-1,0.650495707988739,0.4566864934127956,-0.1938092145759434,UNCHANGED,1,2,0.650495707988739,1.1859745979309082,0.004464992735594448,0.4566864934127956,False
H5-W70,H5-W70 vs Dense,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,1,0,0.6233232617378235,0.4370882879850831,-0.1862349737527404,UNCHANGED,1,1,0.6233232617378235,0.05391661450266838,0.0025400158953555424,0.4370882879850831,False
H5-W70,H5-W70 vs Dense,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,1,0,0.6313807368278503,0.4419665157794952,-0.18941422104835515,UNCHANGED,1,1,0.6313807368278503,0.0,0.0,0.4419665157794952,False
H5-W70,H5-W70 vs Dense,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,29,-3,0.5303848385810852,0.3712693870067596,-0.1591154515743256,UNCHANGED,26,29,0.5303848385810852,0.0,0.0,0.3712693870067596,False
H5-W70,H5-W70 vs Dense,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,24,0,0.5050852298736572,0.35355966091156005,-0.15152556896209718,UNCHANGED,24,24,0.5050852298736572,0.0,0.0,0.35355966091156005,False
H5-W70,H5-W70 vs Dense,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,7,0,0.5447832942008972,0.386691208392482,-0.15809208580841522,UNCHANGED,7,7,0.5447832942008972,3.9799134731292725,0.017809674839513352,0.386691208392482,False
H5-W70,H5-W70 vs Dense,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,17,0,0.5247721672058105,0.36809379875437187,-0.15667836845143868,UNCHANGED,17,17,0.5247721672058105,0.030831236392259598,0.0025109390343483673,0.36809379875437187,False
H5-W80,H5-W80 vs Dense,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.3425184726715088,-0.08562961816787718,UNCHANGED,3,3,0.428148090839386,0.0,0.0,0.3425184726715088,False
H5-W80,H5-W80 vs Dense,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,4,0,0.466714084148407,0.37605749286876045,-0.09065659127964654,UNCHANGED,4,4,0.466714084148407,3.4066836833953857,0.013431127750174153,0.37605749286876045,False
H5-W80,H5-W80 vs Dense,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,1,0,0.5079617500305176,0.40814875916162935,-0.09981299086888823,UNCHANGED,1,1,0.5079617500305176,2.573745012283325,0.008896795686076306,0.40814875916162935,False
H5-W80,H5-W80 vs Dense,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,6,0,0.5258427858352661,0.4212990632344641,-0.10454372260080202,UNCHANGED,6,6,0.5258427858352661,0.4690866768360138,0.0031241728312559254,0.4212990632344641,False
H5-W80,H5-W80 vs Dense,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,5,0,0.5786083340644836,0.4635111222567256,-0.11509721180775806,UNCHANGED,5,5,0.5786083340644836,0.46786758303642273,0.0031222750256932907,0.4635111222567256,False
H5-W80,H5-W80 vs Dense,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,3,0,0.6154555082321167,0.49297493275494175,-0.12248057547717495,UNCHANGED,3,3,0.6154555082321167,0.42261162400245667,0.0030526308462420176,0.49297493275494175,False
H5-W80,H5-W80 vs Dense,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,7,0,0.6190251111984253,0.49522008895874026,-0.12380502223968504,UNCHANGED,7,7,0.6190251111984253,0.0,0.0,0.49522008895874026,False
H5-W80,H5-W80 vs Dense,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,13,0,0.5578075647354126,0.4467627342131063,-0.11104483052230629,UNCHANGED,13,13,0.5578075647354126,0.0878850594162941,0.002583412123881038,0.4467627342131063,False
H5-W80,H5-W80 vs Dense,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,11,0,0.5649251937866211,0.4524566600010015,-0.1124685337856196,UNCHANGED,11,11,0.5649251937866211,0.08719626814126968,0.0025825248585229455,0.4524566600010015,False
H5-W80,H5-W80 vs Dense,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,3,0,0.6154380440711975,0.49235043525695804,-0.12308760881423947,UNCHANGED,3,3,0.6154380440711975,0.0,0.0,0.49235043525695804,False
H5-W80,H5-W80 vs Dense,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,12,0,0.544538140296936,0.43563051223754884,-0.1089076280593872,UNCHANGED,12,12,0.544538140296936,0.0,0.0,0.43563051223754884,False
H5-W80,H5-W80 vs Dense,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,3,0,0.4967461824417114,0.39739694595336916,-0.09934923648834226,UNCHANGED,3,3,0.4967461824417114,0.0,0.0,0.39739694595336916,False
H5-W80,H5-W80 vs Dense,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,2,0,0.5816625952720642,0.46586095793745014,-0.11580163733461407,UNCHANGED,2,2,0.5816625952720642,0.14224907755851746,0.0026544085989936854,0.46586095793745014,False
H5-W80,H5-W80 vs Dense,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,24,0,0.4725983738899231,0.37860958083173724,-0.09398879305818586,UNCHANGED,24,24,0.4725983738899231,0.14224907755851746,0.0026544085989936854,0.37860958083173724,False
H5-W80,H5-W80 vs Dense,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,23,0,0.39940428733825684,0.3195234298706055,-0.07988085746765133,UNCHANGED,23,23,0.39940428733825684,0.0,0.0,0.3195234298706055,False
H5-W80,H5-W80 vs Dense,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,1,0,0.520713210105896,0.4165705680847168,-0.10414264202117918,UNCHANGED,1,1,0.520713210105896,0.0,0.0,0.4165705680847168,False
H5-W80,H5-W80 vs Dense,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,12,1,0.4627559781074524,0.3745455984876988,-0.08821037961975359,UNCHANGED,13,12,0.4627559781074524,4.383376121520996,0.02170408000868419,0.3745455984876988,False
H5-W80,H5-W80 vs Dense,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,8,-1,0.516326904296875,0.4130615234375,-0.10326538085937498,UNCHANGED,7,8,0.516326904296875,0.0,0.0,0.4130615234375,False
H5-W80,H5-W80 vs Dense,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,4,0,0.41738826036453247,0.333910608291626,-0.08347765207290647,UNCHANGED,4,4,0.41738826036453247,0.0,0.0,0.333910608291626,False
H5-W80,H5-W80 vs Dense,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,6,0,0.41101235151290894,0.32880988121032717,-0.08220247030258176,UNCHANGED,6,6,0.41101235151290894,0.0,0.0,0.32880988121032717,False
H5-W80,H5-W80 vs Dense,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,11,0,0.6024776697158813,0.4819821357727051,-0.12049553394317625,UNCHANGED,11,11,0.6024776697158813,0.0,0.0,0.4819821357727051,False
H5-W80,H5-W80 vs Dense,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.30138184341985824,-0.07397435393731949,UNCHANGED,3,3,0.37535619735717773,1.5993139743804932,0.005484427670580132,0.30138184341985824,False
H5-W80,H5-W80 vs Dense,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.28058567047119143,-0.07014641761779783,UNCHANGED,7,7,0.35073208808898926,0.0,0.0,0.28058567047119143,False
H5-W80,H5-W80 vs Dense,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,5,0,0.3698793947696686,0.2959035158157349,-0.0739758789539337,UNCHANGED,5,5,0.3698793947696686,0.0,0.0,0.2959035158157349,False
H5-W80,H5-W80 vs Dense,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,9,0,0.3458166718482971,0.2766533374786377,-0.06916333436965943,UNCHANGED,9,9,0.3458166718482971,0.0,0.0,0.2766533374786377,False
H5-W80,H5-W80 vs Dense,S002,S002-Q013,a6c0000c-f234-59a1-b6e5-1283680d9b77,S002-Q006,5,5,0,0.3781711459159851,0.3025369167327881,-0.07563422918319701,UNCHANGED,5,5,0.3781711459159851,0.0,0.0,0.3025369167327881,False
H5-W80,H5-W80 vs Dense,S002,S002-Q014,37d568b0-90c6-5481-b7d9-e0101fd95e52,S002-Q008,6,6,0,0.47782114148139954,0.38279020021709215,-0.09503094126430739,UNCHANGED,6,6,0.47782114148139954,0.15131430327892303,0.002666435159862447,0.38279020021709215,False
H5-W80,H5-W80 vs Dense,S002,S002-Q021,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,S002-Q015,15,15,0,0.6479976177215576,0.5189400738102188,-0.12905754391133883,UNCHANGED,15,15,0.6479976177215576,0.18373870849609375,0.002709898164863345,0.5189400738102188,False
H5-W80,H5-W80 vs Dense,S002,S002-Q022,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,S002-Q012,11,11,0,0.7154013514518738,0.5728738748684603,-0.14252747658341347,UNCHANGED,11,11,0.7154013514518738,0.223360076546669,0.0027639685348062014,0.5728738748684603,False
H5-W80,H5-W80 vs Dense,S002,S002-Q022,b304ab57-b911-5070-88ba-fca4f39a37e8,S002-Q018,7,7,0,0.7325950860977173,0.5866287181396435,-0.14596636795807383,UNCHANGED,7,7,0.7325950860977173,0.2228359580039978,0.0027632463073477683,0.5866287181396435,False
H5-W80,H5-W80 vs Dense,S002,S002-Q026,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,S002-Q014,8,10,-2,0.6824973225593567,0.5465103807253727,-0.13598694183398397,UNCHANGED,8,10,0.6824973225593567,0.07167643308639526,0.0025626133894367893,0.5465103807253727,False
H5-W80,H5-W80 vs Dense,S002,S002-Q026,e64218f2-62ce-555a-ba53-f3fd1214e0f7,S002-Q019,10,12,-2,0.6791412234306335,0.5438254064509781,-0.13531581697965545,UNCHANGED,10,12,0.6791412234306335,0.07130484282970428,0.002562138532355805,0.5438254064509781,False
H5-W80,H5-W80 vs Dense,S002,S002-Q028,42756865-0f8f-5dcc-a050-6ecec5b828ce,S002-Q022,2,2,0,0.7513960599899292,0.6016278051778035,-0.14976825481212575,UNCHANGED,2,2,0.7513960599899292,0.06554242223501205,0.0025547859293001828,0.6016278051778035,False
H5-W80,H5-W80 vs Dense,S002,S002-Q033,79860bb6-6010-5ca0-ac81-f4327e2bff44,S002-Q023,2,3,-1,0.7454124689102173,0.5968520672825587,-0.1485604016276586,UNCHANGED,2,3,0.7454124689102173,0.10877068340778351,0.0026104607719238822,0.5968520672825587,False
H5-W80,H5-W80 vs Dense,S002,S002-Q033,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,12,-1,0.7210525870323181,0.5773654454236503,-0.1436871416086678,UNCHANGED,11,12,0.7210525870323181,0.11369482427835464,0.002616878988978833,0.5773654454236503,False
H5-W80,H5-W80 vs Dense,S002,S002-Q035,893b3ae9-1f94-5436-8c6d-54e200693867,S002-Q029,11,11,0,0.7214906811714172,0.5777064395144638,-0.14378424165695347,UNCHANGED,11,11,0.7214906811714172,0.077036552131176,0.002569472886650148,0.5777064395144638,False
H5-W80,H5-W80 vs Dense,S002,S002-Q039,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,S002-Q027,13,13,0,0.6772738099098206,0.5423248619588734,-0.13494894795094714,UNCHANGED,13,13,0.6772738099098206,0.04525740444660187,0.0025290701550845693,0.5423248619588734,False
H5-W80,H5-W80 vs Dense,S002,S002-Q039,78a623b8-bff9-5b45-b990-24d74e714f9b,S002-Q032,2,3,-1,0.7298577427864075,0.5883005878790717,-0.14155715490733578,UNCHANGED,2,3,0.7298577427864075,4.4177446365356445,0.022071968249728385,0.5883005878790717,False
H5-W80,H5-W80 vs Dense,S002,S002-Q042,5c22c135-b86e-56a3-83eb-7484d1183dca,S002-Q036,12,13,-1,0.6979053020477295,0.5589754650031714,-0.13892983704455808,UNCHANGED,12,13,0.6979053020477295,0.5520829558372498,0.0032561168249387517,0.5589754650031714,False
H5-W80,H5-W80 vs Dense,S002,S002-Q044,57b8caa3-b46e-50f2-a65a-bb244543b1c3,S002-Q034,39,39,0,0.6558573842048645,0.5252947225922776,-0.1305626616125869,UNCHANGED,39,39,0.6558573842048645,0.4169817864894867,0.003044076141929611,0.5252947225922776,False
H5-W80,H5-W80 vs Dense,S002,S002-Q044,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,4,5,-1,0.7309869527816772,0.5852940553831215,-0.14569289739855573,UNCHANGED,4,5,0.7309869527816772,0.04001456871628761,0.0025224657888983306,0.5852940553831215,False
H5-W80,H5-W80 vs Dense,S002,S002-Q049,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,S002-Q043,4,4,0,0.67808997631073,0.54491936074888,-0.13317061556184995,UNCHANGED,4,4,0.67808997631073,3.2180259227752686,0.012236898501480296,0.54491936074888,False
H5-W80,H5-W80 vs Dense,S002,S002-Q052,647fce0c-6320-5a98-819d-50dff3300582,S002-Q040,1,1,0,0.6072694063186646,0.5483368752520034,-0.05893253106666119,UNCHANGED,1,1,0.6072694063186646,10.424078941345215,0.3126067509853588,0.5483368752520034,False
H5-W80,H5-W80 vs Dense,S002,S002-Q052,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,15,13,2,0.4818408787250519,0.39351656883656,-0.08832430988849188,UNCHANGED,15,13,0.4818408787250519,5.655285835266113,0.04021932928259216,0.39351656883656,False
H5-W80,H5-W80 vs Dense,S002,S002-Q055,d728a292-3080-5624-89ff-d8e05d09e8ca,S002-Q045,16,14,2,0.492669016122818,0.3984630599298378,-0.09420595619298017,UNCHANGED,16,14,0.492669016122818,4.377259254455566,0.02163923515791706,0.3984630599298378,False
H5-W80,H5-W80 vs Dense,S002,S002-Q055,2e583969-bc65-5074-a7fe-0424438cd092,S002-Q051,12,8,4,0.5007023811340332,0.40898621620930836,-0.09171616492472484,UNCHANGED,12,8,0.5007023811340332,5.751677513122559,0.04212155651040878,0.40898621620930836,False
H5-W80,H5-W80 vs Dense,S002,S002-Q056,e40ec65e-2907-515a-b1dd-3bec39109106,S002-Q050,36,36,0,0.33248934149742126,0.26599147319793703,-0.06649786829948423,UNCHANGED,36,36,0.33248934149742126,0.0,0.0,0.26599147319793703,False
H5-W80,H5-W80 vs Dense,S002,S002-Q063,3549589e-05fe-5631-9385-5379f8dd4396,S002-Q057,11,13,-2,0.6479683518409729,0.5183746814727783,-0.12959367036819458,UNCHANGED,11,13,0.6479683518409729,0.0,0.0,0.5183746814727783,False
H5-W80,H5-W80 vs Dense,S002,S002-Q065,a2f4bee5-f836-545e-8197-d79f3f2d284c,S002-Q053,1,1,0,0.650933027267456,0.5207464218139649,-0.13018660545349114,UNCHANGED,1,1,0.650933027267456,0.0,0.0,0.5207464218139649,False
