config,session_id,source_turn_id,page_id,raw_token_count_including_special,length_bucket,max_length,page_truncated,summary_tokens,summary_tokens_kept,summary_truncated,keywords_tokens,keywords_tokens_kept,keywords_truncation_status
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q010,c9df831e-8129-54b6-ae61-1696a98bc2eb,528,513-1024,512,True,485,485,False,41,25,PARTIALLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q011,bc4d1854-30aa-5335-9da4-5a3c0b433247,480,<=512,512,False,442,442,False,36,36,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q012,bcb24496-086a-528b-a09e-86bae79fa560,341,<=512,512,False,305,305,False,34,34,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q013,7deccc74-43c7-57e9-a025-7c777ca76e41,341,<=512,512,False,305,305,False,34,34,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q014,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,393,<=512,512,False,350,350,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q015,5095d8f5-e975-5011-976e-e587c31560f2,390,<=512,512,False,352,352,False,36,36,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q016,8f6e0be2-3e8c-518c-828b-4c8164c6b2dc,397,<=512,512,False,356,356,False,39,39,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q017,53df8e4e-eaee-52cb-b98e-f8b807d39632,394,<=512,512,False,358,358,False,34,34,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q018,c16509f9-dd00-5e11-9acf-ecc8f08ad424,466,<=512,512,False,420,420,False,44,44,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q019,daf8b285-37ac-5e07-a640-74fc9322fe21,455,<=512,512,False,411,411,False,42,42,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q020,52d2178b-fbd4-5b25-82b4-175c47809c44,532,513-1024,512,True,489,489,False,41,21,PARTIALLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q021,41c34f0d-b300-523a-8d73-249c1590adcb,518,513-1024,512,True,473,473,False,43,37,PARTIALLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q022,102b7fa7-9564-5e73-98e7-41fde776fa99,414,<=512,512,False,372,372,False,40,40,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q023,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,557,513-1024,512,True,514,510,True,41,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q024,832ae479-4eb3-56ae-a971-8428404182ba,535,513-1024,512,True,491,491,False,42,19,PARTIALLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q025,9dd65141-00b2-5e5e-9c04-95ba6d5fd817,409,<=512,512,False,366,366,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q026,0696cb56-7c79-5b0c-a622-946183879836,519,513-1024,512,True,476,476,False,41,34,PARTIALLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q027,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,406,<=512,512,False,363,363,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q028,fc11c23b-bc92-5e76-ab30-3e7331311d80,414,<=512,512,False,373,373,False,39,39,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q029,52954b6d-4823-5e0a-955d-8a3b24df0a30,392,<=512,512,False,351,351,False,39,39,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q030,7c3c5f07-e810-5c5d-9aaf-d8bb716acf5c,401,<=512,512,False,358,358,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q031,732883c4-52c5-5873-9860-1dbf08bbbe86,396,<=512,512,False,352,352,False,42,42,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q032,a9136ff5-7fca-58fe-8907-08b361042647,381,<=512,512,False,339,339,False,40,40,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q033,3dbf1d5d-2b5b-5024-aede-0c998a2d60d1,393,<=512,512,False,347,347,False,44,44,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q034,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,585,513-1024,512,True,537,510,True,46,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q035,ca99e6fd-4ea1-5725-aabc-835d1eb65f29,392,<=512,512,False,349,349,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q036,19b9c9f1-754d-5322-831d-a2b5bbc632f9,626,513-1024,512,True,585,510,True,39,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q037,ba6febed-3d41-5782-a6a3-193458e4061f,629,513-1024,512,True,585,510,True,42,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q038,07ff92b5-e2bb-554e-a0b7-489b7cb6bca5,396,<=512,512,False,353,353,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q039,a6d574ae-85f4-5f09-bbc7-719662503882,441,<=512,512,False,396,396,False,43,43,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q040,009ec1d2-83f6-5755-bd7a-e5a92eda1890,598,513-1024,512,True,557,510,True,39,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q041,7b901b57-fd64-51b3-a073-3aa8e2a4929b,461,<=512,512,False,425,425,False,34,34,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q042,21131242-a214-57ce-841f-d10c8cbb805e,363,<=512,512,False,321,321,False,40,40,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q043,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,360,<=512,512,False,317,317,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q044,96f6fc31-cee5-5637-a13f-b2ae146c58b7,612,513-1024,512,True,571,510,True,39,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q045,c50cce28-4618-514d-bc83-20a57b6f5562,628,513-1024,512,True,587,510,True,39,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q046,10de88b7-6d28-5774-a1e3-92fc8ad6843a,487,<=512,512,False,446,446,False,39,39,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q047,402d80f5-7fb4-57d6-9e5a-0e7faed1ae4f,490,<=512,512,False,449,449,False,39,39,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q048,c566259c-e8fd-5f66-a294-fb16d575f54b,617,513-1024,512,True,575,510,True,40,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q049,cc0a6fcd-d092-53c3-ac16-adbb68811389,602,513-1024,512,True,554,510,True,46,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q050,749bba84-be69-55e2-98a1-a9617e473fb0,604,513-1024,512,True,561,510,True,41,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q051,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,464,<=512,512,False,421,421,False,41,41,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q052,857b0bd9-6611-5be5-8d90-070e077f6fc4,606,513-1024,512,True,566,510,True,38,0,FULLY_TRUNCATED
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q053,717fd366-30fd-5173-b161-622d5495f84e,343,<=512,512,False,308,308,False,33,33,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q054,084958dd-0770-5118-9ffa-5465154220aa,369,<=512,512,False,334,334,False,33,33,FULLY_KEPT
BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,S005,S005-Q055,1873b85d-7e29-5cd2-b00f-9e464c740f1f,569,513-1024,512,True,526,510,True,41,0,FULLY_TRUNCATED
BAAI/bge-m3，max_length=512,S001,S001-Q001,2631e802-75be-5089-9418-baece6a717cf,316,<=512,512,False,277,277,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q002,dea63c61-1950-5f6a-bdd9-1323f83f3b37,342,<=512,512,False,300,300,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q003,e7eefead-7365-5540-b914-0d6077a14d8c,387,<=512,512,False,348,348,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q004,8322bc48-f2e3-5603-ae53-97917cf35a39,407,<=512,512,False,365,365,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q005,70d0daf9-01a8-5e0f-9341-e20464515e43,382,<=512,512,False,348,348,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q006,9b4b60a1-f0f9-5368-b4ce-b441752321bb,406,<=512,512,False,366,366,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q007,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,401,<=512,512,False,364,364,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q008,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,428,<=512,512,False,394,394,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q009,ed0c9ffd-4cf7-5f79-aaea-898b8f2899f0,412,<=512,512,False,378,378,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q010,dfaf0dfd-1943-54e1-99a3-0690c5a9cb38,421,<=512,512,False,385,385,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q011,1de06218-dc21-5ec3-9e23-c5d58a375fd9,415,<=512,512,False,380,380,False,33,33,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q012,34fa3574-894f-575c-b9b0-0a183473746e,411,<=512,512,False,381,381,False,28,28,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q013,7c06f308-8022-5f54-a63c-ab30458f4115,313,<=512,512,False,278,278,False,33,33,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q014,289ba3d6-8b24-5c77-8df9-7af211ee1007,439,<=512,512,False,403,403,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q015,f1228bac-12d1-520f-9787-52a8cdcd49db,425,<=512,512,False,388,388,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q016,2ec87be4-468b-5498-889b-13f43f4ee222,440,<=512,512,False,401,401,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q017,71a788a3-0077-5908-a7f4-d02349fd6e1c,493,<=512,512,False,453,453,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q018,55e7e466-3b1c-5014-85fc-2a14618ce254,404,<=512,512,False,368,368,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q019,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,439,<=512,512,False,402,402,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q020,77cecfad-195f-539e-b105-acf49d23a9c6,441,<=512,512,False,407,407,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q021,28a3b6de-dd4b-5bf8-919e-169ce12b1349,437,<=512,512,False,402,402,False,33,33,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q022,44777fdf-abd5-5570-b0aa-8e3f1cb44000,433,<=512,512,False,397,397,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q023,d5c03971-3795-5256-a75f-b3921d61a92d,429,<=512,512,False,392,392,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q024,204ccd02-0a09-5bee-9d12-d6469c1688e8,434,<=512,512,False,397,397,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q025,33eb4d66-a4c5-5429-b3bd-48948bb5d443,442,<=512,512,False,403,403,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q026,812b1a36-c36b-58cb-882e-3759ed7c7c58,434,<=512,512,False,395,395,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q027,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,433,<=512,512,False,394,394,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q028,fb76b32a-859d-5228-b170-550c026c1646,417,<=512,512,False,384,384,False,31,31,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q029,b4497adc-7393-57c0-8917-ce3372fbd151,435,<=512,512,False,399,399,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q030,6f47beb6-9be8-5a58-be8b-a77a9bbffd9a,424,<=512,512,False,389,389,False,33,33,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q031,3b7f143a-e38f-5d11-9219-ef3c808f775a,425,<=512,512,False,391,391,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q032,c107828c-a741-55f6-8e0c-446cfbdba215,355,<=512,512,False,321,321,False,32,32,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q033,adb63a6d-b7bd-5396-8e59-1cb9403d2c73,414,<=512,512,False,374,374,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q034,32b5d492-2df9-5ed9-ac46-caca5c87097c,343,<=512,512,False,303,303,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q035,05b70e73-30bc-59f9-98c1-7b8ae315ffd0,321,<=512,512,False,282,282,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q036,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,303,<=512,512,False,263,263,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q037,ec485c25-9d3b-5229-9578-6632bd7bacad,329,<=512,512,False,289,289,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q038,5fcaa70b-2b7a-509b-bb78-82c6345a84eb,323,<=512,512,False,283,283,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q039,e2db6251-93c2-54d2-b811-75ba0665e53c,350,<=512,512,False,307,307,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q040,4054aab2-0aa7-5019-b341-077265511add,432,<=512,512,False,390,390,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q041,dd3a6ec2-247a-56ab-b2c6-395632758f90,299,<=512,512,False,259,259,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q042,7b17127a-2e14-5b97-afa8-efd13a4368fd,346,<=512,512,False,304,304,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q043,de592e81-e050-536b-8909-32866c85f6c2,353,<=512,512,False,311,311,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q044,989a0de5-bebd-56a4-97a0-84ff3f9ae051,337,<=512,512,False,297,297,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q045,dc5bd854-533a-501d-bb9c-f3d1b7c06fde,435,<=512,512,False,393,393,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q046,cf78bbdc-fc14-56f3-b099-3b40129e0af9,346,<=512,512,False,306,306,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S001,S001-Q047,9f8ff8ed-0916-5409-aa52-750fa5f30a1c,361,<=512,512,False,320,320,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q001,f70d87dd-c4b9-59de-a761-869308b1818b,309,<=512,512,False,270,270,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q002,ceb187fe-1602-54a0-9ed7-224c7816f53e,372,<=512,512,False,330,330,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q003,5d1eccd0-c642-585e-9c32-5450ef208a4b,333,<=512,512,False,295,295,False,36,36,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q004,37f703bf-173c-56df-b339-f52774261c6e,325,<=512,512,False,283,283,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q005,4061a539-8cec-524a-9a35-60f71e908abb,353,<=512,512,False,313,313,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q006,a6c0000c-f234-59a1-b6e5-1283680d9b77,362,<=512,512,False,321,321,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q007,03c3981b-3b09-56ca-a545-043c8ff0d240,358,<=512,512,False,317,317,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q008,37d568b0-90c6-5481-b7d9-e0101fd95e52,384,<=512,512,False,344,344,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q009,ffe3f8c5-2f7a-5645-ac8f-b41d05a11638,295,<=512,512,False,255,255,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q010,6b4b9646-98e5-5584-bb4f-cc3b2b4e51d0,371,<=512,512,False,328,328,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q011,6e877c55-d5b4-5992-9e95-5c482212a7c9,345,<=512,512,False,303,303,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q012,4d8b4bb3-4a1f-538c-af07-cc0ce19ea796,359,<=512,512,False,316,316,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q013,1489a6a2-1be1-5d95-99ec-ac3f42b06c35,357,<=512,512,False,314,314,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q014,00ce1b35-d357-53e0-a42e-a8f97d4a07f0,286,<=512,512,False,249,249,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q015,691ce2a8-c4c3-51f3-8cb7-32f42cdee99e,285,<=512,512,False,248,248,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q016,8abb5364-9164-5a46-826a-a0fde69d88a8,377,<=512,512,False,336,336,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q017,0c762a14-8087-5bb0-a22d-c86667c2dabe,396,<=512,512,False,354,354,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q018,b304ab57-b911-5070-88ba-fca4f39a37e8,420,<=512,512,False,378,378,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q019,e64218f2-62ce-555a-ba53-f3fd1214e0f7,428,<=512,512,False,385,385,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q020,9f71d35e-bf23-5ea1-9ed6-f9fb77b5ea80,398,<=512,512,False,357,357,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q021,c8f4e926-30e6-5f69-bf75-7901bee08448,383,<=512,512,False,341,341,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q022,42756865-0f8f-5dcc-a050-6ecec5b828ce,311,<=512,512,False,270,270,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q023,79860bb6-6010-5ca0-ac81-f4327e2bff44,292,<=512,512,False,248,248,False,42,42,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q024,6d98ca26-e346-5273-b057-bb7822359930,397,<=512,512,False,354,354,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q025,50ece86f-0b7d-5180-8833-108f08b16aa0,304,<=512,512,False,259,259,False,43,43,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q026,9f1aca79-05a4-5e05-95d1-2323f4c68ed6,389,<=512,512,False,348,348,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q027,0dd982c7-f7b2-5ac0-8c16-56d44bbe4330,295,<=512,512,False,251,251,False,42,42,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q028,9316db54-3f72-5cdc-a8fb-417c4891e307,399,<=512,512,False,358,358,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q029,893b3ae9-1f94-5436-8c6d-54e200693867,423,<=512,512,False,381,381,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q030,5d1129e6-fe0c-54c2-8a45-a5291b9d4e53,388,<=512,512,False,348,348,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q031,a8e549ea-cc7d-5afb-b7c2-2c0086eedcd9,425,<=512,512,False,382,382,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q032,78a623b8-bff9-5b45-b990-24d74e714f9b,281,<=512,512,False,245,245,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q033,566e5d08-995e-5a35-9566-2770b6024b5a,421,<=512,512,False,376,376,False,43,43,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q034,57b8caa3-b46e-50f2-a65a-bb244543b1c3,469,<=512,512,False,424,424,False,43,43,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q035,53002bea-e9ad-5d96-83a5-03522979913a,499,<=512,512,False,457,457,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q036,5c22c135-b86e-56a3-83eb-7484d1183dca,479,<=512,512,False,438,438,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q037,087338a6-fe85-5c9e-9ce5-15a213fa760e,425,<=512,512,False,384,384,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q038,e2b1c04d-b6eb-5b03-8271-58604d4e20d3,449,<=512,512,False,408,408,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q039,0f36d25b-9079-50b7-8631-6c59c16d905b,473,<=512,512,False,432,432,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q040,647fce0c-6320-5a98-819d-50dff3300582,411,<=512,512,False,371,371,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q041,a640b50d-59f1-5355-8579-dc5aea979edb,326,<=512,512,False,291,291,False,33,33,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q042,2dfdba20-c49c-5149-9993-09aa190738c7,355,<=512,512,False,315,315,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q043,57600f18-283a-5f61-bf9e-7a48d4f8d3c5,388,<=512,512,False,346,346,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q044,36301016-21e0-53b6-967a-92affd6e0d68,455,<=512,512,False,415,415,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q045,d728a292-3080-5624-89ff-d8e05d09e8ca,461,<=512,512,False,422,422,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q046,03cfc256-5474-5a94-b3bd-8ae0e1468cfd,506,<=512,512,False,464,464,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q047,861902a4-c7d1-5058-ac04-5824babf2b61,475,<=512,512,False,434,434,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q048,a56a2b47-0045-5d3d-952d-ef79edf44e4a,486,<=512,512,False,445,445,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q049,8dcae915-8670-5f3e-802c-be0b10d761fa,379,<=512,512,False,340,340,False,37,37,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q050,e40ec65e-2907-515a-b1dd-3bec39109106,477,<=512,512,False,439,439,False,36,36,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q051,2e583969-bc65-5074-a7fe-0424438cd092,428,<=512,512,False,386,386,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q052,08071793-33f2-5c8e-835a-34f1835a0973,470,<=512,512,False,428,428,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q053,a2f4bee5-f836-545e-8197-d79f3f2d284c,458,<=512,512,False,418,418,False,38,38,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q054,5490b9a4-3ee1-5d2c-913f-1fb3ae921f10,457,<=512,512,False,415,415,False,40,40,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q055,d04ea023-63be-523c-b994-bdc3c3fd0ae4,467,<=512,512,False,424,424,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q056,166328f1-a89c-5b18-8a53-02ac909e0849,383,<=512,512,False,342,342,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q057,3549589e-05fe-5631-9385-5379f8dd4396,389,<=512,512,False,353,353,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q058,7cf76f8c-3ecc-5aa0-8867-9b1934ccb270,485,<=512,512,False,444,444,False,39,39,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q059,f176798e-99a6-575c-b7a4-f45d3d408206,374,<=512,512,False,331,331,False,41,41,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q060,90f899e0-16f7-540e-9302-625439620445,371,<=512,512,False,335,335,False,34,34,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q061,94326378-5fde-5bb5-85fb-a77991b3ac6c,389,<=512,512,False,352,352,False,35,35,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q062,323c7c4f-02b6-5801-9c72-3623423fb3c6,373,<=512,512,False,335,335,False,36,36,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q063,235cb91c-034a-5c73-9bd4-32f5b41e13d7,361,<=512,512,False,323,323,False,36,36,FULLY_KEPT
BAAI/bge-m3，max_length=512,S002,S002-Q064,95dce1c8-76eb-5c10-b622-b77e03c00526,383,<=512,512,False,346,346,False,35,35,FULLY_KEPT
