scheme_id,candidate_id,input_id,warmups,repeats,cold_start_excluded,candidate_generation_ms_count,candidate_generation_ms_mean,candidate_generation_ms_p50,candidate_generation_ms_p90,candidate_generation_ms_p95,candidate_generation_ms_max,packing_ms_count,packing_ms_mean,packing_ms_p50,packing_ms_p90,packing_ms_p95,packing_ms_max,reranker_ms_count,reranker_ms_mean,reranker_ms_p50,reranker_ms_p90,reranker_ms_p95,reranker_ms_max,total_e2e_ms_count,total_e2e_ms_mean,total_e2e_ms_p50,total_e2e_ms_p90,total_e2e_ms_p95,total_e2e_ms_max
D0_CURRENT_FROZEN_QUALITY,C2_RRF60_20,R0_P8_CURRENT,3,1,True,99,234.08183334348254,219.08149399678223,374.0299291966949,445.4230831019231,651.6426939924713,99,0.15638622286555479,0.09960000170394778,0.1793006027583033,0.4063026048243041,2.049600996542722,99,10103.987750040504,9602.202556998236,15172.810518206097,17298.01383090671,19754.795032000402,99,10338.322886788066,9881.22697500512,15440.030025003944,17652.548842904795,19975.898922988563
D1_BEST_INPUT_FIX,C2_RRF60_20,R1_KEYWORDS_FIRST,3,1,True,99,249.750841636654,208.78282099147327,431.476572403335,476.31720080098586,696.4023489999818,99,0.09932650477775946,0.08199999865610152,0.13414120476227254,0.15218939079204574,0.4956089978804812,99,10118.252214172948,9796.615058003226,15836.434979998741,17789.315231698853,22161.50916701008,99,10368.121419717396,10048.697003992856,16480.33119380125,18039.160153901314,22415.851494995877
D2_BEST_CANDIDATE_INPUT,C2_RRF60_20,R0_P8_CURRENT,3,1,True,99,234.08183334348254,219.08149399678223,374.0299291966949,445.4230831019231,651.6426939924713,99,0.15638622286555479,0.09960000170394778,0.1793006027583033,0.4063026048243041,2.049600996542722,99,10103.987750040504,9602.202556998236,15172.810518206097,17298.01383090671,19754.795032000402,99,10338.322886788066,9881.22697500512,15440.030025003944,17652.548842904795,19975.898922988563
