model,kind,item_id,session_id,source_turn_id,raw_text_token_count,official_instruction_added,selected_max_length,truncated
aspire/acge_text_embedding,Page,7567fc91-4210-59bc-ac74-0cc3060edc83,S004,S004-Q014,448,False,1024,False
aspire/acge_text_embedding,Page,112af49e-d51f-599c-ad67-5cc18432f1a8,S004,S004-Q015,427,False,1024,False
aspire/acge_text_embedding,Page,9195d3a5-2623-5911-b769-527782545856,S004,S004-Q016,548,False,1024,False
aspire/acge_text_embedding,Page,6b0cec96-1edf-5cb2-b054-176212013f52,S004,S004-Q017,372,False,1024,False
aspire/acge_text_embedding,Page,1e8809d9-9426-51b9-9e17-039093174440,S004,S004-Q018,511,False,1024,False
aspire/acge_text_embedding,Page,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004,S004-Q019,435,False,1024,False
aspire/acge_text_embedding,Page,0fb13663-e832-5a6c-8e8b-55cb61f4a77b,S004,S004-Q020,524,False,1024,False
aspire/acge_text_embedding,Page,9491736f-87d9-560c-86bf-a73959049fab,S004,S004-Q021,502,False,1024,False
aspire/acge_text_embedding,Page,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004,S004-Q022,339,False,1024,False
aspire/acge_text_embedding,Page,73b2fb55-c036-52ca-842e-cc784d317c61,S004,S004-Q023,377,False,1024,False
aspire/acge_text_embedding,Page,a655a675-0bf0-58db-b487-3e8f7894215e,S004,S004-Q024,535,False,1024,False
aspire/acge_text_embedding,Page,af2f12c2-5599-5bb2-a024-327fc47109bd,S004,S004-Q025,322,False,1024,False
aspire/acge_text_embedding,Page,301ca8db-dd23-5356-b475-b3ed2daf748b,S004,S004-Q026,556,False,1024,False
aspire/acge_text_embedding,Page,c022f180-c519-52a7-9c70-3f15928609b5,S004,S004-Q027,539,False,1024,False
aspire/acge_text_embedding,Page,ae78b166-a715-5bad-b3ae-501af9bd7712,S004,S004-Q028,310,False,1024,False
aspire/acge_text_embedding,Page,dad4c589-bd44-5d61-917f-9435b971db4d,S004,S004-Q029,376,False,1024,False
aspire/acge_text_embedding,Page,e7289295-5eb7-5200-bd81-84fad17ad553,S004,S004-Q030,537,False,1024,False
aspire/acge_text_embedding,Page,75f290ce-098c-5c12-841f-3c5bc9912aeb,S004,S004-Q031,582,False,1024,False
aspire/acge_text_embedding,Page,594016a4-b321-5143-a8c6-3923fed20111,S004,S004-Q032,426,False,1024,False
aspire/acge_text_embedding,Page,8c9b465d-a424-5d6b-af1b-4518bf5982de,S004,S004-Q033,592,False,1024,False
aspire/acge_text_embedding,Page,094486b7-1e86-5360-8005-66c6886152c2,S004,S004-Q034,509,False,1024,False
aspire/acge_text_embedding,Page,7bce82cf-85f9-5dca-a1dd-56af843fb11e,S004,S004-Q035,603,False,1024,False
aspire/acge_text_embedding,Page,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004,S004-Q036,579,False,1024,False
aspire/acge_text_embedding,Page,cdfd9333-0291-5cf2-967a-cfe6225d31dd,S004,S004-Q037,632,False,1024,False
aspire/acge_text_embedding,Page,703822a7-ed06-55d2-95de-006ba6203852,S004,S004-Q038,560,False,1024,False
aspire/acge_text_embedding,Page,7a1cdd42-73f1-58ab-9996-cc98d575e415,S004,S004-Q039,435,False,1024,False
aspire/acge_text_embedding,Page,682aecdf-197a-5dc6-b88d-886b08ffb500,S004,S004-Q040,412,False,1024,False
aspire/acge_text_embedding,Page,33b99375-9503-5010-b7f4-1c25f0e553bd,S004,S004-Q041,391,False,1024,False
aspire/acge_text_embedding,Page,1c71306d-9c13-5283-93c6-a4254c6bd987,S004,S004-Q042,401,False,1024,False
aspire/acge_text_embedding,Page,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004,S004-Q043,401,False,1024,False
aspire/acge_text_embedding,Page,efa76ffd-7a27-50b3-8489-bff781ea4539,S004,S004-Q044,391,False,1024,False
aspire/acge_text_embedding,Page,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004,S004-Q045,673,False,1024,False
aspire/acge_text_embedding,Page,32502b7b-9913-5e52-ba96-42d70a980a75,S004,S004-Q046,384,False,1024,False
aspire/acge_text_embedding,Page,bead4a59-825d-5fae-97c6-57173fa22a57,S004,S004-Q047,426,False,1024,False
aspire/acge_text_embedding,Page,70928294-03f0-58fc-a035-7ff125da827a,S004,S004-Q048,618,False,1024,False
aspire/acge_text_embedding,Page,e170d165-c266-54ae-b2e5-43779070a30c,S004,S004-Q049,405,False,1024,False
aspire/acge_text_embedding,Page,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004,S004-Q050,601,False,1024,False
aspire/acge_text_embedding,Page,90248870-b2cb-59d2-a707-79d09f366d8a,S004,S004-Q051,476,False,1024,False
aspire/acge_text_embedding,Page,878d53f1-01f1-5c71-a049-a27cb9acec6e,S004,S004-Q052,426,False,1024,False
aspire/acge_text_embedding,Page,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004,S004-Q053,533,False,1024,False
aspire/acge_text_embedding,Page,dc6ba915-fc07-5757-90c3-d95dfb3478c1,S004,S004-Q054,529,False,1024,False
aspire/acge_text_embedding,Page,9756fdab-cc22-5044-93e9-7c352de5e971,S004,S004-Q055,480,False,1024,False
aspire/acge_text_embedding,Page,52990abe-a81c-5937-b506-8a88315cc3c0,S004,S004-Q056,527,False,1024,False
aspire/acge_text_embedding,Page,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004,S004-Q057,456,False,1024,False
aspire/acge_text_embedding,Page,28de896e-9356-58a4-a8c5-c3efe7770f57,S004,S004-Q058,483,False,1024,False
aspire/acge_text_embedding,Page,48aa25ba-8df9-593a-8b3e-cca517735400,S004,S004-Q059,469,False,1024,False
aspire/acge_text_embedding,Page,5de53dda-376b-5b7c-9542-821346ec2c03,S004,S004-Q060,471,False,1024,False
aspire/acge_text_embedding,Page,ecd585a8-ccb9-5777-865a-fb20a6358a88,S004,S004-Q061,476,False,1024,False
aspire/acge_text_embedding,Page,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004,S004-Q062,467,False,1024,False
aspire/acge_text_embedding,Page,34f256db-fc51-54a6-8985-7e49a3fecad2,S004,S004-Q063,469,False,1024,False
aspire/acge_text_embedding,Page,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004,S004-Q064,481,False,1024,False
aspire/acge_text_embedding,Page,f449c10f-e5cc-5ada-991b-d8e89ed724d4,S004,S004-Q065,485,False,1024,False
aspire/acge_text_embedding,Page,eb607785-8419-555e-97f7-b48909bc0999,S004,S004-Q066,522,False,1024,False
aspire/acge_text_embedding,Page,8a19f269-a992-579b-b265-dd02d4e62cf2,S004,S004-Q067,481,False,1024,False
aspire/acge_text_embedding,Page,bc862f34-f2df-57b3-9b1d-416c74d724a8,S004,S004-Q068,512,False,1024,False
aspire/acge_text_embedding,Page,4d8279be-ca7c-5cad-978e-002108771f57,S004,S004-Q069,622,False,1024,False
aspire/acge_text_embedding,Page,1880ffe0-974d-5351-b0fb-55505a16ab21,S004,S004-Q070,631,False,1024,False
aspire/acge_text_embedding,Page,a7ac0440-e6b5-54f7-ad35-2bf8d61b96b7,S004,S004-Q071,622,False,1024,False
aspire/acge_text_embedding,Page,73dd18d4-5dac-5f27-ac96-83de10de4633,S005,S005-Q001,485,False,1024,False
aspire/acge_text_embedding,Page,c3bd2186-8e7b-582d-a301-28889918dae5,S005,S005-Q002,467,False,1024,False
aspire/acge_text_embedding,Page,10569cae-16c7-5568-ba6d-1657af10cab8,S005,S005-Q003,485,False,1024,False
aspire/acge_text_embedding,Page,03c1ad0a-b53e-556e-a84e-489e1333b34f,S005,S005-Q004,511,False,1024,False
aspire/acge_text_embedding,Page,0f0a94a4-60b1-5d92-acc2-6d32b6479cc9,S005,S005-Q005,535,False,1024,False
aspire/acge_text_embedding,Page,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005,S005-Q006,557,False,1024,False
aspire/acge_text_embedding,Page,9c806b54-004f-57bf-8755-c4a0eebd929e,S005,S005-Q007,556,False,1024,False
aspire/acge_text_embedding,Page,c64751d6-21c8-5c09-87da-48f940293661,S005,S005-Q008,532,False,1024,False
aspire/acge_text_embedding,Page,99505de4-75be-5000-9569-861beeedb502,S005,S005-Q009,521,False,1024,False
aspire/acge_text_embedding,Page,c9df831e-8129-54b6-ae61-1696a98bc2eb,S005,S005-Q010,530,False,1024,False
aspire/acge_text_embedding,Page,bc4d1854-30aa-5335-9da4-5a3c0b433247,S005,S005-Q011,482,False,1024,False
aspire/acge_text_embedding,Page,bcb24496-086a-528b-a09e-86bae79fa560,S005,S005-Q012,343,False,1024,False
aspire/acge_text_embedding,Page,7deccc74-43c7-57e9-a025-7c777ca76e41,S005,S005-Q013,343,False,1024,False
aspire/acge_text_embedding,Page,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005,S005-Q014,395,False,1024,False
aspire/acge_text_embedding,Page,5095d8f5-e975-5011-976e-e587c31560f2,S005,S005-Q015,392,False,1024,False
aspire/acge_text_embedding,Page,8f6e0be2-3e8c-518c-828b-4c8164c6b2dc,S005,S005-Q016,399,False,1024,False
aspire/acge_text_embedding,Page,53df8e4e-eaee-52cb-b98e-f8b807d39632,S005,S005-Q017,396,False,1024,False
aspire/acge_text_embedding,Page,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005,S005-Q018,468,False,1024,False
aspire/acge_text_embedding,Page,daf8b285-37ac-5e07-a640-74fc9322fe21,S005,S005-Q019,457,False,1024,False
aspire/acge_text_embedding,Page,52d2178b-fbd4-5b25-82b4-175c47809c44,S005,S005-Q020,534,False,1024,False
aspire/acge_text_embedding,Page,41c34f0d-b300-523a-8d73-249c1590adcb,S005,S005-Q021,520,False,1024,False
aspire/acge_text_embedding,Page,102b7fa7-9564-5e73-98e7-41fde776fa99,S005,S005-Q022,416,False,1024,False
aspire/acge_text_embedding,Page,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005,S005-Q023,559,False,1024,False
aspire/acge_text_embedding,Page,832ae479-4eb3-56ae-a971-8428404182ba,S005,S005-Q024,537,False,1024,False
aspire/acge_text_embedding,Page,9dd65141-00b2-5e5e-9c04-95ba6d5fd817,S005,S005-Q025,411,False,1024,False
aspire/acge_text_embedding,Page,0696cb56-7c79-5b0c-a622-946183879836,S005,S005-Q026,521,False,1024,False
aspire/acge_text_embedding,Page,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005,S005-Q027,408,False,1024,False
aspire/acge_text_embedding,Page,fc11c23b-bc92-5e76-ab30-3e7331311d80,S005,S005-Q028,416,False,1024,False
aspire/acge_text_embedding,Page,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005,S005-Q029,394,False,1024,False
aspire/acge_text_embedding,Page,7c3c5f07-e810-5c5d-9aaf-d8bb716acf5c,S005,S005-Q030,403,False,1024,False
aspire/acge_text_embedding,Page,732883c4-52c5-5873-9860-1dbf08bbbe86,S005,S005-Q031,398,False,1024,False
aspire/acge_text_embedding,Page,a9136ff5-7fca-58fe-8907-08b361042647,S005,S005-Q032,383,False,1024,False
aspire/acge_text_embedding,Page,3dbf1d5d-2b5b-5024-aede-0c998a2d60d1,S005,S005-Q033,395,False,1024,False
aspire/acge_text_embedding,Page,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005,S005-Q034,587,False,1024,False
aspire/acge_text_embedding,Page,ca99e6fd-4ea1-5725-aabc-835d1eb65f29,S005,S005-Q035,394,False,1024,False
aspire/acge_text_embedding,Page,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005,S005-Q036,628,False,1024,False
aspire/acge_text_embedding,Page,ba6febed-3d41-5782-a6a3-193458e4061f,S005,S005-Q037,631,False,1024,False
aspire/acge_text_embedding,Page,07ff92b5-e2bb-554e-a0b7-489b7cb6bca5,S005,S005-Q038,398,False,1024,False
aspire/acge_text_embedding,Page,a6d574ae-85f4-5f09-bbc7-719662503882,S005,S005-Q039,443,False,1024,False
aspire/acge_text_embedding,Page,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005,S005-Q040,600,False,1024,False
aspire/acge_text_embedding,Page,7b901b57-fd64-51b3-a073-3aa8e2a4929b,S005,S005-Q041,463,False,1024,False
aspire/acge_text_embedding,Page,21131242-a214-57ce-841f-d10c8cbb805e,S005,S005-Q042,365,False,1024,False
aspire/acge_text_embedding,Page,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005,S005-Q043,362,False,1024,False
aspire/acge_text_embedding,Page,96f6fc31-cee5-5637-a13f-b2ae146c58b7,S005,S005-Q044,614,False,1024,False
aspire/acge_text_embedding,Page,c50cce28-4618-514d-bc83-20a57b6f5562,S005,S005-Q045,630,False,1024,False
aspire/acge_text_embedding,Page,10de88b7-6d28-5774-a1e3-92fc8ad6843a,S005,S005-Q046,489,False,1024,False
aspire/acge_text_embedding,Page,402d80f5-7fb4-57d6-9e5a-0e7faed1ae4f,S005,S005-Q047,492,False,1024,False
aspire/acge_text_embedding,Page,c566259c-e8fd-5f66-a294-fb16d575f54b,S005,S005-Q048,619,False,1024,False
aspire/acge_text_embedding,Page,cc0a6fcd-d092-53c3-ac16-adbb68811389,S005,S005-Q049,604,False,1024,False
aspire/acge_text_embedding,Page,749bba84-be69-55e2-98a1-a9617e473fb0,S005,S005-Q050,606,False,1024,False
aspire/acge_text_embedding,Page,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005,S005-Q051,466,False,1024,False
aspire/acge_text_embedding,Page,857b0bd9-6611-5be5-8d90-070e077f6fc4,S005,S005-Q052,608,False,1024,False
aspire/acge_text_embedding,Page,717fd366-30fd-5173-b161-622d5495f84e,S005,S005-Q053,345,False,1024,False
aspire/acge_text_embedding,Page,084958dd-0770-5118-9ffa-5465154220aa,S005,S005-Q054,371,False,1024,False
aspire/acge_text_embedding,Page,1873b85d-7e29-5cd2-b00f-9e464c740f1f,S005,S005-Q055,571,False,1024,False
aspire/acge_text_embedding,Query,S001-Q007,S001,,63,False,1024,False
aspire/acge_text_embedding,Query,S001-Q011,S001,,53,False,1024,False
aspire/acge_text_embedding,Query,S001-Q013,S001,,95,False,1024,False
aspire/acge_text_embedding,Query,S001-Q014,S001,,50,False,1024,False
aspire/acge_text_embedding,Query,S001-Q021,S001,,68,False,1024,False
aspire/acge_text_embedding,Query,S001-Q022,S001,,44,False,1024,False
aspire/acge_text_embedding,Query,S001-Q026,S001,,79,False,1024,False
aspire/acge_text_embedding,Query,S001-Q028,S001,,49,False,1024,False
aspire/acge_text_embedding,Query,S001-Q033,S001,,60,False,1024,False
aspire/acge_text_embedding,Query,S001-Q035,S001,,60,False,1024,False
aspire/acge_text_embedding,Query,S001-Q039,S001,,53,False,1024,False
aspire/acge_text_embedding,Query,S001-Q042,S001,,51,False,1024,False
aspire/acge_text_embedding,Query,S001-Q044,S001,,49,False,1024,False
aspire/acge_text_embedding,Query,S001-Q049,S001,,84,False,1024,False
aspire/acge_text_embedding,Query,S002-Q007,S002,,51,False,1024,False
aspire/acge_text_embedding,Query,S002-Q011,S002,,33,False,1024,False
aspire/acge_text_embedding,Query,S002-Q013,S002,,51,False,1024,False
aspire/acge_text_embedding,Query,S002-Q014,S002,,47,False,1024,False
aspire/acge_text_embedding,Query,S002-Q021,S002,,72,False,1024,False
aspire/acge_text_embedding,Query,S002-Q022,S002,,67,False,1024,False
aspire/acge_text_embedding,Query,S002-Q026,S002,,77,False,1024,False
aspire/acge_text_embedding,Query,S002-Q028,S002,,90,False,1024,False
aspire/acge_text_embedding,Query,S002-Q033,S002,,68,False,1024,False
aspire/acge_text_embedding,Query,S002-Q035,S002,,94,False,1024,False
aspire/acge_text_embedding,Query,S002-Q039,S002,,67,False,1024,False
aspire/acge_text_embedding,Query,S002-Q042,S002,,76,False,1024,False
aspire/acge_text_embedding,Query,S002-Q044,S002,,70,False,1024,False
aspire/acge_text_embedding,Query,S002-Q049,S002,,72,False,1024,False
aspire/acge_text_embedding,Query,S002-Q052,S002,,49,False,1024,False
aspire/acge_text_embedding,Query,S002-Q055,S002,,49,False,1024,False
aspire/acge_text_embedding,Query,S002-Q056,S002,,47,False,1024,False
aspire/acge_text_embedding,Query,S002-Q063,S002,,89,False,1024,False
aspire/acge_text_embedding,Query,S002-Q065,S002,,57,False,1024,False
aspire/acge_text_embedding,Query,S002-Q066,S002,,70,False,1024,False
aspire/acge_text_embedding,Query,S002-Q070,S002,,45,False,1024,False
aspire/acge_text_embedding,Query,S003-Q007,S003,,50,False,1024,False
aspire/acge_text_embedding,Query,S003-Q011,S003,,46,False,1024,False
aspire/acge_text_embedding,Query,S003-Q013,S003,,55,False,1024,False
aspire/acge_text_embedding,Query,S003-Q014,S003,,49,False,1024,False
aspire/acge_text_embedding,Query,S003-Q021,S003,,55,False,1024,False
aspire/acge_text_embedding,Query,S003-Q022,S003,,49,False,1024,False
aspire/acge_text_embedding,Query,S003-Q026,S003,,65,False,1024,False
aspire/acge_text_embedding,Query,S003-Q028,S003,,67,False,1024,False
aspire/acge_text_embedding,Query,S003-Q033,S003,,76,False,1024,False
aspire/acge_text_embedding,Query,S003-Q035,S003,,52,False,1024,False
aspire/acge_text_embedding,Query,S003-Q039,S003,,63,False,1024,False
aspire/acge_text_embedding,Query,S003-Q042,S003,,54,False,1024,False
aspire/acge_text_embedding,Query,S003-Q044,S003,,46,False,1024,False
aspire/acge_text_embedding,Query,S003-Q049,S003,,67,False,1024,False
aspire/acge_text_embedding,Query,S003-Q052,S003,,96,False,1024,False
aspire/acge_text_embedding,Query,S003-Q055,S003,,56,False,1024,False
aspire/acge_text_embedding,Query,S003-Q056,S003,,66,False,1024,False
aspire/acge_text_embedding,Query,S003-Q063,S003,,48,False,1024,False
aspire/acge_text_embedding,Query,S003-Q065,S003,,49,False,1024,False
aspire/acge_text_embedding,Query,S003-Q066,S003,,56,False,1024,False
aspire/acge_text_embedding,Query,S003-Q070,S003,,52,False,1024,False
aspire/acge_text_embedding,Query,S003-Q077,S003,,67,False,1024,False
aspire/acge_text_embedding,Query,S003-Q078,S003,,50,False,1024,False
aspire/acge_text_embedding,Query,S003-Q084,S003,,91,False,1024,False
aspire/acge_text_embedding,Query,S003-Q088,S003,,70,False,1024,False
aspire/acge_text_embedding,Query,S003-Q091,S003,,53,False,1024,False
aspire/acge_text_embedding,Query,S004-Q007,S004,,53,False,1024,False
aspire/acge_text_embedding,Query,S004-Q011,S004,,65,False,1024,False
aspire/acge_text_embedding,Query,S004-Q013,S004,,54,False,1024,False
aspire/acge_text_embedding,Query,S004-Q014,S004,,57,False,1024,False
aspire/acge_text_embedding,Query,S004-Q021,S004,,64,False,1024,False
aspire/acge_text_embedding,Query,S004-Q022,S004,,92,False,1024,False
aspire/acge_text_embedding,Query,S004-Q026,S004,,115,False,1024,False
aspire/acge_text_embedding,Query,S004-Q028,S004,,72,False,1024,False
aspire/acge_text_embedding,Query,S004-Q033,S004,,83,False,1024,False
aspire/acge_text_embedding,Query,S004-Q035,S004,,51,False,1024,False
aspire/acge_text_embedding,Query,S004-Q039,S004,,104,False,1024,False
aspire/acge_text_embedding,Query,S004-Q042,S004,,54,False,1024,False
aspire/acge_text_embedding,Query,S004-Q044,S004,,49,False,1024,False
aspire/acge_text_embedding,Query,S004-Q049,S004,,69,False,1024,False
aspire/acge_text_embedding,Query,S004-Q052,S004,,100,False,1024,False
aspire/acge_text_embedding,Query,S004-Q055,S004,,73,False,1024,False
aspire/acge_text_embedding,Query,S004-Q056,S004,,71,False,1024,False
aspire/acge_text_embedding,Query,S004-Q063,S004,,51,False,1024,False
aspire/acge_text_embedding,Query,S004-Q065,S004,,55,False,1024,False
aspire/acge_text_embedding,Query,S004-Q066,S004,,48,False,1024,False
aspire/acge_text_embedding,Query,S004-Q070,S004,,53,False,1024,False
aspire/acge_text_embedding,Query,S005-Q007,S005,,47,False,1024,False
aspire/acge_text_embedding,Query,S005-Q011,S005,,52,False,1024,False
aspire/acge_text_embedding,Query,S005-Q013,S005,,53,False,1024,False
aspire/acge_text_embedding,Query,S005-Q014,S005,,52,False,1024,False
aspire/acge_text_embedding,Query,S005-Q021,S005,,50,False,1024,False
aspire/acge_text_embedding,Query,S005-Q022,S005,,47,False,1024,False
aspire/acge_text_embedding,Query,S005-Q026,S005,,68,False,1024,False
aspire/acge_text_embedding,Query,S005-Q028,S005,,68,False,1024,False
aspire/acge_text_embedding,Query,S005-Q033,S005,,52,False,1024,False
aspire/acge_text_embedding,Query,S005-Q035,S005,,53,False,1024,False
aspire/acge_text_embedding,Query,S005-Q039,S005,,45,False,1024,False
aspire/acge_text_embedding,Query,S005-Q042,S005,,61,False,1024,False
aspire/acge_text_embedding,Query,S005-Q044,S005,,50,False,1024,False
aspire/acge_text_embedding,Query,S005-Q049,S005,,55,False,1024,False
aspire/acge_text_embedding,Query,S005-Q052,S005,,52,False,1024,False
aspire/acge_text_embedding,Query,S005-Q055,S005,,51,False,1024,False
aspire/acge_text_embedding,Query,S005-Q056,S005,,47,False,1024,False
